detection_idx,pulse_index,pulse_time_s,hemisphere,detection_channel,ch2_amplitude,ch2_relevant,ch4_amplitude,ch4_relevant,ch7_amplitude,ch7_relevant,ch8_amplitude,ch8_relevant,ch9_amplitude,ch9_relevant,ch10_amplitude,ch10_relevant
0,1471,0.7355,healthy,9,8.096193704963044,True,3.9275789253481097,False,7.563260757187903,False,167.46386382264956,True,32.30444230674098,True,2.7353677675775563e-05,False
1,5427,2.7135,healthy,9,24.715897098079836,True,3.0967441540864176,False,13.032117296761086,False,142.47249335780424,True,26.378819882025667,True,2.8220240156771345e-05,False
2,17204,8.602,healthy,9,10.984307919119042,True,3.916274690140324,False,10.310389570546167,False,1015.6099885503723,True,9.338248538465656,True,3.59023374213062e-05,False
3,31459,15.7295,healthy,9,3.637561892221189,True,5.148706210257702,False,5.702037493070291,False,148.53797863722355,True,8.4329869547386,True,2.7654188908846238e-05,False
4,37527,18.7635,healthy,9,2.440421044546565,True,3.895537949185207,False,7.311019198512049,False,233.98384954094593,True,14.380847259726309,True,2.3775032967239014e-05,False
5,53439,26.7195,healthy,9,3.3270471750266197,True,5.587659486696098,False,9.810292361833776,False,245.08096882017793,True,31.43164376659549,True,2.004552420094147e-05,False
6,63252,31.626,healthy,9,3.6775835609028977,True,1.9901997735596684,False,11.180700682066142,False,81.4849785836074,True,6.481416646305373,True,3.691203493124655e-05,False
7,121059,60.5295,healthy,9,3.6945231218991594,True,5.700528886432123,False,10.061230600959988,False,193.87597452368067,True,27.07069612348168,True,2.765418890884624e-05,False
8,132584,66.292,healthy,9,2.697564630624659,True,3.5320534716783523,False,11.720848652088344,False,12.835552165742524,True,9.189079179148612,True,2.7754220581880712e-05,False
9,137911,68.9555,healthy,9,4.47329149638499,True,4.670534080635062,False,9.353392368534841,False,187.79244169703725,True,21.828702977890025,True,2.7654188905518415e-05,False
10,215756,107.878,healthy,9,3.025585423891078,True,4.528091518696643,False,22.797116099688935,False,10.913636475614322,True,6.483226103042471,True,2.1360683117164976e-05,False
11,219292,109.646,healthy,9,3.9702317410957235,True,7.303579966190026,False,8.281207429239844,False,101.23997417034514,True,6.990752661537566,True,3.801851635981625e-05,False
12,230530,115.265,healthy,9,3.9163190842035545,True,2.982124484405472,False,20.15784562337715,False,92.79637007126232,True,13.473545296378976,True,2.6370550081427227e-05,False
13,236758,118.379,healthy,9,3.2594636594202795,True,2.7519796378521297,False,20.716941522023397,False,11.827286320420974,True,6.131252157472676,True,2.325226550839423e-05,False
14,246998,123.499,healthy,9,3.9609567402760546,True,5.501787012201913,False,7.830400597009129,False,6.784004469697872,True,10.101027295670566,True,2.8723041816228353e-05,False
15,249433,124.7165,healthy,9,2.073611221039682,True,4.028720204386191,False,13.155168341884062,False,5.909351801321056,True,6.696018857338014,True,2.235090987660642e-05,False
16,255517,127.7585,healthy,9,3.5812434080253452,True,5.213100831372065,False,11.958549691698153,False,6.709730809857367,True,7.027825327953964,True,2.7649391166969474e-05,False
17,265861,132.9305,healthy,9,2.2961330252798895,True,4.508487933558946,False,13.801160070445796,False,8.015264618998376,True,4.94764377591239,True,3.865691961258532e-05,False
18,268120,134.06,healthy,9,2.4627056426055436,True,6.07262820625145,False,12.84534804298365,False,17.166506213408336,True,12.779805649429727,True,2.7353677674800435e-05,False
19,275005,137.5025,healthy,9,3.3200764949264885,True,2.422351071049111,False,8.020565306292152,False,16.268656937500108,True,9.498566279674494,True,3.057312840380417e-05,False
20,279125,139.5625,healthy,9,5.828236452792836,True,3.479732594970144,False,9.670589542876504,False,67.99073307208448,True,5.77450835500893,True,2.6431564745031005e-05,False
21,290859,145.4295,healthy,9,4.452237910476462,True,3.1381963496042085,False,5.584345655503112,False,29.531322091746453,True,5.259199964319562,True,3.2699087767387426e-05,False
22,293909,146.9545,healthy,9,3.912274558734067,True,4.3664294108349315,False,17.748202126219738,False,17.00391643118557,True,7.791295863738595,True,2.7654188908769117e-05,False
23,298184,149.092,healthy,9,2.8793175720667747,True,2.9648538119869356,False,8.831168182151975,False,8.423159327007774,True,7.538202725075944,True,2.6902076026720304e-05,False
24,303456,151.728,healthy,9,3.3337928297860597,True,3.810042608812929,False,16.625440745515093,False,8.288320975530798,True,101.94461175879775,True,2.6902076026720307e-05,False
25,306750,153.375,healthy,9,6.086889238099938,True,4.57782029112438,False,5.502697682971121,False,9.244923857860437,True,8.04555198133636,True,3.823899948864782e-05,False
26,310427,155.2135,healthy,9,4.224365822969543,True,18.292902055001008,False,122.30228589636653,False,10.018154473404476,True,9.046034523515683,True,3.2242477326106694e-05,False
27,314716,157.358,healthy,9,4.365617074659231,True,4.007744842596993,False,9.595981559500823,False,9.864548064624907,True,11.12932558013522,True,3.0290990351205404e-05,False
28,327526,163.763,healthy,9,9.755608857769657,True,6.586277929056463,False,20.041063289922537,False,19.39693690240957,True,11.65762277776546,True,3.0881608880094894e-05,False
29,407979,203.9895,healthy,9,6.102700171921855,True,4.7345102732969,False,18.341889248677152,False,94.48208905025132,True,8.430987289039013,True,3.8018516359903567e-05,False
30,431819,215.9095,healthy,9,5.705251609620435,True,2.2347801361983537,False,6.242091119738671,False,29.735417016141493,True,8.611036941232019,True,2.114295683620142e-05,False
31,439736,219.868,healthy,9,9.638987396418113,True,6.45185725834633,False,9.68544824972165,False,351.1093410655318,True,10.721511547991389,True,3.229414038771351e-05,False
32,452520,226.26,healthy,9,6.4620928326002325,True,4.743292962243631,False,9.352791844250074,False,61.10252110944104,True,17.825022089318647,True,3.045832488271042e-05,False
33,765004,382.502,healthy,9,26.508248627482196,True,3.175708775846454,False,14.782133680673518,False,447.3719700087933,True,12.349479849794799,True,2.2400253720602934e-05,False
34,783957,391.9785,healthy,9,12.322445822775313,True,2.5573626622783,False,5.347902865540574,False,221.70842365028213,True,8.874684265027382,True,2.7754220578274842e-05,False
35,792305,396.1525,healthy,9,2.8824937027281132,True,7.546046824305375,False,18.582909342395283,False,4.0500035092608675,True,21.205386249102336,True,2.6370550080003608e-05,False
36,799124,399.562,healthy,9,34.126251682404245,True,2.836814294577602,False,9.67670414411934,False,257.3782024530858,True,59.60533176458185,True,2.892434158495346e-05,False
37,803885,401.9425,healthy,9,3.5948143338948366,True,3.2228872971701237,False,15.348895973533075,False,5.9568986544710585,True,9.750087097566105,True,1.8319205659495885e-05,False
38,807224,403.612,healthy,9,5.584747499283934,True,96.20108420116551,False,9.841506966071808,False,549.792989939916,True,48.68818071767549,True,2.7654188905518415e-05,False
39,809339,404.6695,healthy,9,9.545507140248743,True,2.8705803746100393,False,10.810784324629282,False,172.65146077060245,True,6.097925754169681,True,2.7654188908840004e-05,False
40,812397,406.1985,healthy,9,6.32461289332261,True,90.50989440607421,False,9.78550935706675,False,199.5888509420968,True,48.04264238498118,True,3.0881608880094894e-05,False
41,815469,407.7345,healthy,9,3.1516890470587158,True,73.66852396263285,False,12.51877488040778,False,62.87689253218136,True,34.01227348424416,True,2.1142956849140613e-05,False
