detection_idx,pulse_index,pulse_time_s,hemisphere,detection_channel,ch1_amplitude,ch1_relevant,ch2_amplitude,ch2_relevant,ch3_amplitude,ch3_relevant,ch4_amplitude,ch4_relevant,ch5_amplitude,ch5_relevant,ch6_amplitude,ch6_relevant,ch7_amplitude,ch7_relevant
21,429101,214.5505,healthy,1,31.896820249882303,True,53.0535922069689,True,55.22860844168804,True,86.72646629652198,False,33.56698085529216,False,1.1295152275126936,False,15.176844903541031,False
22,436523,218.2615,healthy,1,34.668850174036535,True,256.48457707931084,True,335.9287996508915,True,100.36304393177488,False,38.52978557227098,False,0.9100410314420175,False,17.060043488738323,False
23,461591,230.7955,healthy,1,42.283845529325106,True,129.46815801357874,True,350.65410246631893,True,104.42467393652662,False,38.36624283887099,False,1.2280712747701874,False,19.171881290429283,False
24,474000,237.0,healthy,1,31.93525422747578,True,68.40432632523004,True,219.3191266346737,True,95.69678830072613,False,35.91503538051582,False,0.9216856805813287,False,17.661099656049256,False
25,485420,242.71,healthy,1,30.07164947802821,True,57.54209464332153,True,93.19885621459935,True,83.50983693432066,False,33.53879400605354,False,1.0021379142054767,False,15.677652917309329,False
26,490286,245.143,healthy,1,32.0906368736271,True,616.6473960708271,True,369.32393397501846,True,106.23203358944713,False,32.138270866559935,False,1.5793124156336211,False,15.441588408540644,False
27,509072,254.536,healthy,1,31.26003011879031,True,161.09255296318625,True,882.9484563832525,True,79.50147694825236,False,32.87976680550445,False,0.6990657074293529,False,15.871243169140254,False
28,515051,257.5255,healthy,1,28.678701598326214,True,213.21792700728147,True,471.7495600270113,True,90.60182064513509,False,31.952357400453092,False,1.244876859090763,False,12.68562899105706,False
29,521274,260.637,healthy,1,29.03710339660723,True,64.96946118887267,True,262.4404982367869,True,106.72954236419216,False,33.71076077357503,False,1.4337803957982809,False,15.055630921916112,False
30,532629,266.3145,healthy,1,26.72496911800991,True,40.52816578813006,True,35.3535698767175,True,111.27809821475383,False,30.35171076558548,False,1.017760342884911,False,11.460127249781301,False
31,547807,273.9035,healthy,1,19.514804764139924,True,35.71721930467071,True,5.7453085616941255,True,118.07338721570267,False,29.72028224758605,False,1.1506288964245628,False,15.184138750046149,False
32,552890,276.445,healthy,1,21.784714271163246,True,30.80159211815316,True,33.139491407818795,True,91.56701790624271,False,30.509146635562395,False,1.169431240123881,False,15.803859068777914,False
33,559038,279.519,healthy,1,28.231307066092164,True,660.2904866723243,True,294.0755756858125,True,109.68397696138786,False,34.42131139978539,False,1.3092244793351755,False,15.245114434246151,False
34,578147,289.0735,healthy,1,29.939744123067,True,959.5551254217836,True,329.0467931020493,True,123.48377821913087,False,33.991053655160215,False,0.8985455944840941,False,17.20903331116909,False
35,584545,292.2725,healthy,1,29.811156242984797,True,465.86955510159584,True,412.67986861899965,True,37.875979884986194,False,34.494698091639236,False,0.7182352731811699,False,16.01223006195257,False
36,588381,294.1905,healthy,1,185.73365502629701,True,16.9190653248668,True,26.0970475781793,True,26.112913961803265,False,3.6729214487532404,False,1.5737969489042274,False,2.2204448769886715,False
37,591233,295.6165,healthy,1,79.70301833398584,True,11.386877504444342,True,27.885709668322804,True,54.912955983963634,False,3.190233477265882,False,1.0425758241025125,False,1.282329340181454,False
38,604352,302.176,healthy,1,27.634463152500004,True,686.2262955162744,True,291.78131547269345,True,20.97191394183745,False,32.018363689061985,False,1.3340302911791382,False,15.609388376570383,False
39,615820,307.91,healthy,1,27.99956135062015,True,26.924404017200384,True,11.286090362897994,True,44.230538697404036,False,33.72082698079788,False,1.3909943475691344,False,14.570067618256212,False
40,620530,310.265,healthy,1,28.750097174395925,True,422.16830368397865,True,1065.3823343652068,True,42.18592754969606,False,35.95710403104975,False,0.9075173765544712,False,14.189117625067649,False
41,671848,335.924,healthy,1,19.25931080208284,True,104.94627359045367,True,169.38251483413197,True,24.91673381064147,False,4.300024903860209,False,0.8013723529202507,False,7.7846375175724685,False
42,677330,338.665,healthy,1,31.44272985809077,True,197.2962794325985,True,658.1408251108855,True,42.48204897996662,False,35.42678496962564,False,0.8437244838813533,False,14.738318548054767,False
43,700223,350.1115,healthy,1,35.43942742595951,True,641.4031472528915,True,102.37011373578635,True,41.30960436826772,False,37.654799893099344,False,1.303900703613526,False,14.684394941681793,False
44,715809,357.9045,healthy,1,30.564524196132965,True,715.6729904907222,True,1139.7172477119432,True,97.89842061911908,False,39.926979663916036,False,0.9414638466772591,False,12.767482314485587,False
45,719522,359.761,healthy,1,6.425777463663841,True,11.809994888332888,True,5.51256588714347,True,34.10811685814675,False,4.596622520967724,False,0.8393539353953374,False,3.631191554372638,False
46,737732,368.866,healthy,1,29.55399849248493,True,152.59367869667034,True,203.26689050404622,True,62.679585317065545,False,36.802796601240715,False,1.3567260550513127,False,12.581484965206727,False
47,751564,375.782,healthy,1,34.15784130554572,True,91.9206219023826,True,2.6728269751049205,True,48.87438539714425,False,4.606856713566593,False,1.1234413150508908,False,5.273083344537337,False
48,771518,385.759,healthy,1,12.46966263555677,True,81.43699738618699,True,2.2186079851269227,True,27.7031836109772,False,5.355583503342361,False,1.2894203208540589,False,2.3734645473285263,False
49,781721,390.8605,healthy,1,12.970074691078484,True,68.6541068898403,True,78.76442758001934,True,46.62918470124027,False,5.578188689167101,False,1.3206078401181682,False,3.794670098604764,False
50,852969,426.4845,healthy,1,5.938218423510072,True,29.308419699301762,True,4.684655403680789,True,59.3922304972962,False,11.833472628089398,False,0.9602709151878168,False,2.9597804867640276,False
51,939745,469.8725,healthy,1,8.619462688144448,True,80.03530023152841,True,11.09865568492267,True,27.43879636365664,False,11.075672858957828,False,1.2020595799337745,False,3.5299694043345387,False
52,955226,477.613,healthy,1,23.666399580279062,True,799.571314933285,True,1591.4881485581964,True,111.36860266289915,False,36.56124843023596,False,1.483012683723687,False,17.336948530604616,False
53,990404,495.202,healthy,1,15.221177844262929,True,27.47406020339174,True,14.692209537989498,True,31.08052238452453,False,13.651673994697585,False,0.7074508372426147,False,2.4373994204288616,False
54,997685,498.8425,healthy,1,97.87106538074059,True,24.674045880539246,True,3.647345280977534,True,45.109608575647435,False,14.558752101199389,False,0.9264444107110974,False,2.8865845396403382,False
55,1005576,502.788,healthy,1,16.723040303877728,True,9.833146229376002,True,2.582484410135241,True,22.239570163865444,False,18.20591082469847,False,1.089269217191272,False,1.9073083041974452,False
56,1080537,540.2685,healthy,1,20.668713671521246,True,194.19330032919186,True,74.79237939531853,True,48.71702574173655,False,29.835925747969814,False,1.0521857775277381,False,10.983871419474887,False
57,1085553,542.7765,healthy,1,24.369147352595164,True,586.6134097229582,True,361.2667429862869,True,61.215339057578575,False,31.965811989429906,False,1.129596578668247,False,12.44248196284157,False
58,1097503,548.7515,healthy,1,17.634463259126555,True,86.48733122838193,True,271.22576663477173,True,85.72938257852934,False,26.765104593464493,False,1.0622639643307872,False,11.976111946309654,False
59,1119994,559.997,healthy,1,14.112229790724477,True,108.66037826629541,True,140.411486498096,True,35.067510456831315,False,8.958130585834201,False,0.636415619473753,False,2.6204505883819618,False
60,1266062,633.031,healthy,1,12.36801232810691,True,8.75297450457225,True,513.8299943267824,True,36.69089469020648,False,17.15168212634087,False,0.8183143682241911,False,15.335754588546417,False
61,1268773,634.3865,healthy,1,10.456309321491473,True,2.7417182793634227,True,2.739144435262426,True,50.80178840815904,False,4.550338624652033,False,0.9713167898459816,False,3.8143472528042475,False
62,1273234,636.617,healthy,1,8.728623013295051,True,7.351489977131527,True,151.01052596987353,True,44.8621941812981,False,4.806136035817481,False,0.9146094050243981,False,4.931357373765651,False
63,1281545,640.7725,healthy,1,57.70553797651317,True,29.307899454902206,True,278.08050253773723,True,69.62617524149634,False,5.3125139874955485,False,1.4653373516224897,False,3.443408641118649,False
64,1290810,645.405,healthy,1,99.70835791419836,True,26.29025255714385,True,131.68491837417815,True,38.02623311506216,False,4.7990251082946225,False,0.8118918385608449,False,3.893705704868697,False
65,1328765,664.3825,healthy,1,98.4565073500743,True,7.275632020264054,True,80.13948260182147,True,190.2266100068037,False,6.87079402491291,False,1.3562197930963538,False,1.4279673987019323,False
66,1354090,677.045,healthy,1,10.859254068347347,True,93.91855315246201,True,103.30491264828346,True,164.3574698015675,False,10.30131404145257,False,0.7382799811416139,False,2.5035120063488447,False
67,1358211,679.1055,healthy,1,9.315499573722432,True,71.50549276767704,True,121.23317937463459,True,267.054890922711,False,12.546460418445596,False,1.0985265275537837,False,4.265323167119924,False
68,1361420,680.71,healthy,1,9.49150605771434,True,124.0683327277315,True,105.48304184382803,True,168.9974974892129,False,11.190026483981878,False,1.1624909657704383,False,3.0577489927227264,False
69,1373869,686.9345,healthy,1,141.82286964667895,True,81.04018014728251,True,112.74154017995082,True,110.32820570610362,False,7.792505980605512,False,0.9985298188547573,False,2.955893532708709,False
70,1403731,701.8655,healthy,1,66.51281204419041,True,28.747600321401528,True,56.13029551345403,True,193.46943873885579,False,7.678746019497453,False,0.8721090985104734,False,4.615376390042897,False
71,1422625,711.3125,healthy,1,18.104611485618584,True,10.058667453563405,True,180.51065096097614,True,113.82887015535434,False,6.545399109522948,False,1.1571439238858872,False,3.0386365048723696,False
72,1428868,714.434,healthy,1,30.952442357699184,True,56.39238950617042,True,6.4708601329708895,True,118.226016901711,False,27.49223355525237,False,1.048388276505034,False,14.924099218886273,False
73,1432506,716.253,healthy,1,33.341987439089365,True,1017.9932609073688,True,989.6906967679618,True,157.0503747313898,False,30.11447899138068,False,0.6649722704207144,False,18.67418485655857,False
74,1446718,723.359,healthy,1,31.075531472925935,True,751.4543160574003,True,908.7909736031644,True,115.76466405043482,False,26.229953871650896,False,0.9301876130280916,False,16.57388601071328,False
75,1452311,726.1555,healthy,1,30.299177702339676,True,527.6796682569972,True,665.412351102468,True,119.2832436727361,False,27.066585179906316,False,1.1879101492423578,False,15.644522200664847,False
76,1457743,728.8715,healthy,1,31.39394980767821,True,504.9941699564746,True,519.1546318037338,True,142.1357236585687,False,29.214080496307606,False,0.9866130294880155,False,18.68514402488551,False
77,1465324,732.662,healthy,1,34.11418799903148,True,592.4877130519557,True,1320.2547052066725,True,108.27402278281694,False,29.005513160760522,False,1.4073104331965984,False,15.363880269731103,False
78,1474642,737.321,healthy,1,32.8915125057153,True,959.8719637364511,True,804.3713046330561,True,161.6652965960605,False,28.065789782862346,False,0.7381452410022482,False,21.242199629965445,False
79,1485160,742.58,healthy,1,36.94545246148974,True,1155.0362732212338,True,1355.1990308855188,True,101.465025494069,False,28.721344256360396,False,1.104016553721054,False,17.983857567142508,False
80,1491763,745.8815,healthy,1,7.477320119605856,True,7.313723794240223,True,29.248421760123367,True,108.48405690887142,False,3.062411904290728,False,0.8858803808892524,False,3.0279613348151906,False
81,1626252,813.126,healthy,1,9.619188272391952,True,80.07668901879143,True,73.17470826462643,True,20.894144713868506,False,2.861438014479079,False,1.1339139080352552,False,4.346049639089039,False
82,1667557,833.7785,healthy,1,28.392738815945336,True,18.195322926436514,True,178.00371732010902,True,16.944341240745437,False,1.1417824771350138,False,1.0745587443375038,False,2.8689858681974454,False
83,1777694,888.847,healthy,1,31.832282517418655,True,1110.0962596518011,True,403.72712576404945,True,16.389198995957805,False,20.611231665727527,False,1.1610987508351989,False,17.863492600169863,False
84,1855980,927.99,healthy,1,10.37379891107091,True,6.387772157175078,True,21.185921415665987,True,8.038536569732582,False,2.46481274870423,False,0.7519412554292764,False,3.588306042035507,False
85,1868191,934.0955,stroke,6,3.63389147561576,False,8.10232479612484,False,116.05955057446542,False,11.654146140460817,True,1.4829974429539412,True,0.7233752066288024,True,6.329759828779375,False
86,1873911,936.9555,stroke,6,4.184661817343597,False,8.54234234013693,False,6.974020549317602,False,2.6066431503168626,True,1.87993810455904,True,1.1433050719225197,True,5.886887821353558,False
87,1878334,939.167,stroke,6,27.996270438739103,False,8.838884110064022,False,8.165647225747463,False,12.936162355697334,True,2.4757163917220604,True,1.4002915274830132,True,3.7922189616303696,False
88,1881397,940.6985,stroke,6,25.827873178708707,False,6.194482597202588,False,11.2402009261489,False,5.061184224417266,True,1.2804738385255128,True,0.7273245521485323,True,1.9256831058697963,False
89,1886632,943.316,stroke,6,33.350703249043725,False,14.568174964600384,False,34.36904261982359,False,5.837485458227603,True,1.5821188650782716,True,0.8698448587125491,True,7.841506741774057,False
90,1897963,948.9815,stroke,6,33.17352798975111,False,11.489919856684384,False,6.663449068253623,False,14.146225002034555,True,3.6911786397368807,True,1.2245325201923034,True,4.765599502314912,False
91,1905119,952.5595,stroke,6,36.28270159174764,False,14.62602873236468,False,9.482451594809646,False,9.713287415493397,True,2.5476035317799424,True,1.131400986123154,True,3.1674994148626023,False
92,1926945,963.4725,stroke,6,42.58159056916185,False,5.228940485799325,False,8.985707680011394,False,44.81040367974069,True,2.7810964822710584,True,1.3305861615698973,True,4.500079353028228,False
93,1930980,965.49,stroke,6,24.448222332986255,False,6.452711190423543,False,7.994323687698945,False,35.15823415104737,True,2.585211842886765,True,1.010169438403678,True,3.55226509310361,False
94,1934331,967.1655,stroke,6,37.80382300616675,False,11.399541669197893,False,7.493387907589696,False,11.098720044536801,True,1.6127365936388194,True,1.0056599862389266,True,3.659152250354012,False
95,1953998,976.999,stroke,6,27.355629402015325,False,15.940080841572122,False,284.9334529343132,False,20.190326648681214,True,2.1270791328293477,True,0.9990533256312322,True,3.5745375017104637,False
96,1960412,980.206,stroke,6,19.161906121660728,False,7.047138634057061,False,11.190298946485333,False,10.089341075010577,True,1.6389366143447242,True,1.1884821472266751,True,4.352291730041443,False
97,1970329,985.1645,stroke,6,8.835804891076641,False,22.79149016977962,False,24.35287023564119,False,6.943839171415483,True,2.8123984829314033,True,0.8862452600982329,True,6.664116594374242,False
98,1972901,986.4505,stroke,6,3.2957716857226185,False,7.70339697469165,False,24.881934053715934,False,14.061081708636184,True,2.0237675852287618,True,0.8339947440083026,True,3.2794178990747764,False
99,1977757,988.8785,stroke,6,3.2060052649971746,False,8.623482510422736,False,31.738695519629417,False,17.137756284995696,True,3.522690937340949,True,1.057131181430887,True,2.4571489341481345,False
100,1985606,992.803,stroke,6,3.7474582315718554,False,14.20625192937798,False,5.597560338426312,False,53.57717519860711,True,3.0695370243447373,True,1.2125922960928954,True,2.8559732776176205,False
101,1991597,995.7985,stroke,6,2.4223409830911726,False,14.164956668074659,False,4.06439860762741,False,23.53187521410451,True,6.490160702004044,True,0.8243680809197702,True,3.3040033323695797,False
102,1997846,998.923,stroke,6,2.876476778975408,False,9.749226113956428,False,4.988357876595081,False,31.356434665287544,True,5.21782936635488,True,1.1297582137760922,True,4.024100774732345,False
103,2010031,1005.0155,stroke,6,2.342553692808672,False,9.943181336865514,False,7.134873032050014,False,37.733907601490856,True,4.554751283329158,True,1.1441774369430153,True,2.592502325135052,False
104,2020408,1010.204,stroke,6,3.6550898228011364,False,10.913466124280475,False,9.51606854387229,False,19.956637636196113,True,2.590093383118741,True,0.679310448663918,True,3.7442539849260728,False
105,2025188,1012.594,stroke,6,2.6718749894353104,False,14.713466293037026,False,7.1645275272643225,False,20.114133602488053,True,2.4442166245713377,True,1.1112636583358222,True,3.299569354850986,False
106,2038956,1019.478,stroke,6,44.05097414212008,False,6.06500379736168,False,4.360131329771819,False,16.38813888093283,True,2.7557736221727636,True,0.9395131699947437,True,2.9839032560652736,False
107,2044905,1022.4525,stroke,6,30.105638585776404,False,6.378516782206853,False,5.428618929556216,False,13.416293627470841,True,11.977496923329662,True,1.1847390505221562,True,10.057409481646356,False
108,2046925,1023.4625,stroke,6,20.184948082474122,False,10.701677338728262,False,3.7712940093808225,False,14.49880410095143,True,3.1983903610293694,True,0.9575936601854389,True,4.137615063753429,False
109,2052088,1026.044,stroke,6,42.14529600047482,False,6.813696165416123,False,52.50108276212304,False,32.896999062082855,True,5.533820210092525,True,0.939615869401623,True,5.682427428672735,False
110,2054278,1027.139,stroke,6,44.07379265647239,False,10.545303813313852,False,139.19246719418655,False,60.82144680437045,True,8.465314362633173,True,1.0469499182578115,True,2.857091658526306,False
111,2060117,1030.0585,stroke,6,19.546770875923166,False,6.158746467650612,False,33.39548110484121,False,67.93345762476281,True,5.08504057735955,True,0.918336689717495,True,2.965135389515773,False
112,2066406,1033.203,stroke,6,31.43276757782491,False,16.503469739414424,False,2.850576554391326,False,55.956554297208584,True,3.631505174814662,True,1.0621544348884229,True,3.6721203766177526,False
