channel,hemisphere,stimulus_time,amplitude,latency,peak_time,baseline_std
4,stroke,930.5245,3669.6753,,39.0,997.2125
7,stroke,930.5245,6147.173,5.0,15.0,1191.0148
8,stroke,930.5245,1939.4723,,42.0,575.0195
2,stroke,931.7135,3075.4688,13.5,21.5,437.44397
4,stroke,931.7135,5438.554,29.0,29.5,894.2282
7,stroke,931.7135,7368.9126,5.5,18.5,1960.8295
8,stroke,931.7135,4151.7827,25.5,38.0,646.31573
2,stroke,933.493,3444.4336,23.5,28.0,813.1954
8,stroke,933.493,2980.2124,5.0,16.5,405.87885
9,stroke,933.493,2031.0685,5.0,46.0,476.56653
11,stroke,933.493,11200.643,41.0,50.0,3068.9558
2,stroke,935.408,4337.094,5.5,35.5,646.46783
4,stroke,935.408,4424.6567,25.0,25.0,933.2549
7,stroke,935.408,8175.717,5.0,15.5,1398.2366
8,stroke,935.408,5145.958,40.5,44.5,773.8242
11,stroke,935.408,7719.0273,5.0,21.0,2057.279
4,stroke,936.935,4115.58,40.5,41.0,667.7335
7,stroke,936.935,5185.2324,5.0,18.5,760.91394
8,stroke,936.935,2462.2275,22.5,38.0,470.66873
9,stroke,936.935,7091.1084,20.0,45.0,604.5974
2,stroke,938.0435,26391.465,6.0,18.5,1283.5149
4,stroke,938.0435,24516.281,5.0,21.0,831.1536
7,stroke,938.0435,20257.809,7.0,21.5,911.3829
8,stroke,938.0435,15141.633,5.0,21.5,669.3823
9,stroke,938.0435,10324.547,5.0,18.0,907.0955
11,stroke,938.0435,28130.246,6.0,18.0,1866.0239
2,stroke,939.8745,145602.44,15.0,16.0,18949.0
4,stroke,939.8745,8681.488,38.0,38.5,1766.8885
8,stroke,939.8745,2767.9888,22.0,23.0,598.40845
9,stroke,939.8745,6308.9355,21.5,22.5,897.2677
11,stroke,939.8745,10280.059,30.5,38.5,2256.5818
2,stroke,940.984,34388.074,25.5,26.5,2944.9775
4,stroke,940.984,4019.3152,38.5,49.0,1067.3547
7,stroke,940.984,7866.8047,5.0,16.0,1543.9841
8,stroke,940.984,3748.9502,9.5,18.5,876.93634
9,stroke,940.984,5047.3047,20.5,20.5,1355.4045
11,stroke,940.984,11026.41,,39.0,3027.3752
2,stroke,941.9025,8340.889,5.0,21.0,1494.6356
4,stroke,941.9025,4142.855,5.0,43.5,1060.2909
7,stroke,941.9025,9263.033,5.0,15.0,1039.1046
8,stroke,941.9025,1974.9646,5.0,26.0,476.99857
9,stroke,941.9025,7032.882,5.0,15.0,1493.0519
11,stroke,941.9025,6600.909,21.5,38.5,2046.0966
2,stroke,943.2025,6658.339,5.0,26.5,1201.7474
4,stroke,943.2025,3988.0337,9.0,19.5,693.0481
7,stroke,943.2025,10503.61,5.0,16.5,940.1406
8,stroke,943.2025,6107.423,18.0,48.5,737.6391
11,stroke,943.2025,15431.605,13.0,42.0,1242.6088
2,stroke,944.43,4990.0073,25.5,26.0,1337.4491
4,stroke,944.43,6805.7915,16.5,30.0,760.80743
7,stroke,944.43,6014.208,,47.0,1962.1843
9,stroke,944.43,5254.0205,13.0,31.5,959.2354
2,stroke,946.419,8841.165,14.0,48.0,835.34186
4,stroke,946.419,9545.373,29.0,30.0,1590.1971
7,stroke,946.419,4026.5605,5.0,41.0,1071.6038
8,stroke,946.419,5983.6396,42.5,43.0,1750.9858
9,stroke,946.419,7200.8315,5.0,32.5,944.7592
11,stroke,946.419,5708.334,5.0,38.5,1259.6814
4,stroke,947.237,2591.4697,28.5,28.5,521.3342
7,stroke,947.237,3294.1274,5.0,18.5,765.92865
8,stroke,947.237,2788.2537,5.0,16.0,749.0109
11,stroke,947.237,8269.028,36.0,48.0,2109.5205
2,stroke,948.075,5145.13,19.5,20.0,1372.882
4,stroke,948.075,6962.4614,11.5,30.0,1256.9186
7,stroke,948.075,7602.537,5.0,15.0,1819.4446
8,stroke,948.075,2130.9492,36.5,37.0,483.82965
11,stroke,948.075,6005.201,5.0,28.5,1964.583
2,stroke,949.5435,5323.881,11.0,48.0,874.8701
9,stroke,949.5435,11266.235,49.5,50.0,2159.8083
11,stroke,949.5435,11114.92,10.0,21.5,1516.677
2,stroke,952.901,4819.5586,22.5,28.0,651.8576
4,stroke,952.901,5763.0205,44.0,44.0,1128.526
7,stroke,952.901,61238.88,5.0,25.0,1002.9471
8,stroke,952.901,2173.5095,28.5,40.0,411.3155
9,stroke,952.901,3067.453,5.0,45.0,684.01605
11,stroke,952.901,5943.906,18.5,36.0,1419.8169
2,stroke,953.967,1916.8058,5.0,21.5,427.5127
4,stroke,953.967,2888.3704,25.0,32.5,844.42615
7,stroke,953.967,7099.944,5.0,31.0,654.10724
8,stroke,953.967,2834.708,34.5,35.0,692.9785
9,stroke,953.967,4067.7896,22.5,33.0,519.6325
11,stroke,953.967,4850.9766,48.0,50.0,1493.8052
2,stroke,954.8425,2669.6157,,43.5,673.4653
7,stroke,954.8425,5974.351,5.0,15.0,1535.2223
11,stroke,954.8425,12750.275,14.0,15.0,2063.187
4,stroke,955.6975,3553.626,6.5,15.0,1078.7622
7,stroke,955.6975,3519.9375,5.0,19.0,881.22815
8,stroke,955.6975,3436.7485,5.0,21.0,1051.9258
9,stroke,955.6975,8519.428,5.0,47.5,899.5337
11,stroke,955.6975,8017.2163,,42.5,2079.4382
2,stroke,956.9765,25764.473,5.0,31.0,513.09033
4,stroke,956.9765,39391.082,5.0,24.0,1000.0586
7,stroke,956.9765,55071.996,5.0,23.0,1101.034
8,stroke,956.9765,24117.094,5.0,23.5,898.47424
9,stroke,956.9765,69813.22,5.0,21.5,1258.081
2,stroke,957.828,5570.623,24.5,25.5,1008.5369
4,stroke,957.828,7804.946,30.5,32.5,1349.2405
8,stroke,957.828,2796.5366,33.0,33.5,508.34488
9,stroke,957.828,3488.4385,9.0,16.0,611.4159
11,stroke,957.828,11248.432,7.0,20.5,3395.3572
2,stroke,958.6335,3286.3196,13.5,25.5,564.94824
4,stroke,958.6335,5436.7354,,37.0,1373.5641
7,stroke,958.6335,10325.452,5.0,15.0,773.6756
9,stroke,958.6335,4071.7744,16.5,32.0,796.0453
2,stroke,959.7345,2708.3008,47.0,49.0,820.29346
4,stroke,959.7345,6556.4834,6.0,16.5,1218.2568
7,stroke,959.7345,9301.25,5.0,32.0,1325.6288
8,stroke,959.7345,3791.1501,,44.5,990.05566
9,stroke,959.7345,7387.738,,22.5,1745.9955
11,stroke,959.7345,10581.385,5.0,31.0,2947.5547
2,stroke,960.577,3107.3867,6.0,16.5,881.134
7,stroke,960.577,4958.9614,5.0,24.5,682.3156
8,stroke,960.577,2479.9736,32.0,32.0,530.7014
11,stroke,960.577,23720.082,5.0,47.5,4172.759
2,stroke,961.4635,5243.998,5.0,48.0,769.04846
7,stroke,961.4635,5687.3164,5.0,31.0,1127.2507
8,stroke,961.4635,2275.96,30.0,50.0,488.95493
9,stroke,961.4635,4671.9517,23.0,25.5,957.92206
2,stroke,962.3745,4671.57,32.0,34.0,1025.3148
4,stroke,962.3745,6764.9653,,39.0,1715.5428
7,stroke,962.3745,4611.551,5.0,50.0,1352.7361
8,stroke,962.3745,2549.2751,11.0,29.0,732.4516
9,stroke,962.3745,7115.681,21.5,22.0,1782.587
11,stroke,962.3745,9586.871,,50.0,3190.0417
2,stroke,964.3505,2444.8843,22.5,26.5,583.15344
4,stroke,964.3505,4147.493,,19.5,946.8484
7,stroke,964.3505,7578.107,5.0,18.5,1672.5981
9,stroke,964.3505,7759.382,42.5,50.0,1217.1233
2,stroke,965.2185,2622.987,5.0,15.0,835.33636
4,stroke,965.2185,5517.474,46.0,47.5,1336.9258
7,stroke,965.2185,10390.181,5.0,36.5,803.68787
8,stroke,965.2185,2471.6833,46.0,46.5,427.49933
9,stroke,965.2185,3380.0554,5.0,15.0,549.7561
11,stroke,965.2185,6744.927,33.5,34.0,1781.1343
2,stroke,966.828,4209.351,,49.0,1143.7917
4,stroke,966.828,10495.657,5.0,19.5,705.6873
8,stroke,966.828,2580.2368,5.5,15.5,725.7624
11,stroke,966.828,9323.303,5.0,31.5,1919.152
2,stroke,967.6805,3039.2383,17.0,22.5,520.3875
4,stroke,967.6805,4750.41,28.5,34.5,1045.9218
7,stroke,967.6805,7265.168,5.0,18.5,971.1638
8,stroke,967.6805,2871.7068,43.5,50.0,433.93286
9,stroke,967.6805,6130.119,,18.5,1495.1952
11,stroke,967.6805,14437.031,5.5,25.5,4615.7505
2,stroke,968.5135,1721.1132,18.0,47.0,327.45563
7,stroke,968.5135,5586.4707,5.0,32.0,901.79913
9,stroke,968.5135,2619.7285,16.5,49.0,852.29047
7,stroke,969.574,8372.111,5.0,15.0,1414.5142
8,stroke,969.574,2849.0024,45.0,48.5,346.93817
11,stroke,969.574,10891.182,12.5,15.0,2244.0994
2,stroke,970.4805,2354.6892,5.0,16.5,517.39124
4,stroke,970.4805,2383.4634,34.0,35.0,643.87256
7,stroke,970.4805,14200.9375,5.0,15.0,1310.3108
8,stroke,970.4805,2536.9539,9.5,15.5,589.31635
2,stroke,971.682,2336.4756,5.0,26.0,606.1854
4,stroke,971.682,5198.1753,12.0,43.5,652.61743
7,stroke,971.682,6704.3413,5.0,23.0,825.6048
8,stroke,971.682,3332.0203,18.0,37.0,321.85956
11,stroke,971.682,12922.77,5.0,40.0,3400.226
2,stroke,972.4905,4174.187,7.5,17.0,1047.1556
4,stroke,972.4905,6022.686,5.5,23.5,986.19086
7,stroke,972.4905,6513.3887,5.0,15.0,709.6706
8,stroke,972.4905,2791.964,5.0,22.0,397.24426
2,stroke,973.372,2971.4583,5.0,39.0,841.16846
4,stroke,973.372,3171.12,43.0,43.0,832.10785
8,stroke,973.372,2042.8447,,39.0,676.71906
9,stroke,973.372,5137.9087,11.5,49.5,1094.7738
11,stroke,973.372,10806.055,26.5,27.5,3431.0964
2,stroke,974.988,4117.7324,49.0,50.0,755.5094
4,stroke,974.988,6895.08,5.0,50.0,731.84937
7,stroke,974.988,7529.1636,5.0,15.0,1301.668
9,stroke,974.988,4735.381,7.0,29.0,809.173
11,stroke,974.988,9545.996,14.5,19.0,1494.4626
4,stroke,976.575,8581.122,22.5,50.0,1015.15784
7,stroke,976.575,7744.3975,5.0,16.0,1871.4232
8,stroke,976.575,2972.359,5.0,32.0,665.8329
11,stroke,976.575,14600.442,11.0,46.0,1621.7745
4,stroke,977.486,4212.287,,32.0,1303.437
7,stroke,977.486,6480.7554,5.0,29.0,1209.5552
8,stroke,977.486,3286.455,,49.5,907.809
11,stroke,977.486,210061.53,19.0,35.0,22532.678
2,stroke,978.501,2378.3564,,33.0,697.00287
4,stroke,978.501,4922.5425,27.0,34.0,1001.8118
7,stroke,978.501,6930.6836,5.0,18.0,2092.5703
8,stroke,978.501,3294.7673,41.5,42.0,881.7214
11,stroke,978.501,15658.625,9.5,35.5,4799.53
7,stroke,979.373,9514.236,5.0,15.0,1003.6572
8,stroke,979.373,3108.4858,14.0,22.5,481.56708
9,stroke,979.373,4614.469,16.0,43.0,571.8523
11,stroke,979.373,6039.923,5.0,33.0,1630.8508
2,stroke,980.726,4426.9536,5.0,50.0,562.9682
4,stroke,980.726,7688.3184,30.5,31.5,878.90485
7,stroke,980.726,8777.723,5.0,47.0,1179.664
9,stroke,980.726,4286.735,39.0,45.0,1079.9966
11,stroke,980.726,13220.648,14.0,16.0,3437.895
2,stroke,981.63,2228.4922,23.0,50.0,457.6281
4,stroke,981.63,3162.0747,,19.0,709.1768
7,stroke,981.63,4689.507,5.0,16.0,790.2276
8,stroke,981.63,2532.0054,,39.0,786.4675
9,stroke,981.63,4200.167,5.0,17.5,1050.996
4,stroke,983.154,3424.6572,,19.0,1079.4274
7,stroke,983.154,11662.478,5.0,15.0,1532.5842
8,stroke,983.154,3044.4438,,35.5,792.5866
9,stroke,983.154,4220.509,16.0,16.5,912.4757
11,stroke,983.154,10741.095,21.5,32.5,2365.348
2,stroke,984.007,2210.5564,21.5,37.0,306.40512
8,stroke,984.007,2094.5588,9.5,19.0,574.5322
11,stroke,984.007,10626.289,21.5,30.5,1730.1403
2,stroke,985.1115,33630.01,5.0,17.0,1102.8203
4,stroke,985.1115,33032.105,5.0,18.5,944.4004
7,stroke,985.1115,15414.511,5.0,19.5,722.54535
8,stroke,985.1115,41684.28,5.0,19.0,348.752
9,stroke,985.1115,15585.551,5.0,18.5,1952.4321
11,stroke,985.1115,13770.904,6.0,17.0,3437.3206
2,stroke,986.834,3064.9795,49.0,50.0,516.03485
4,stroke,986.834,4258.6094,5.0,48.5,1137.2196
7,stroke,986.834,7898.7812,5.0,33.0,863.00653
8,stroke,986.834,6567.2695,13.0,20.0,844.7732
9,stroke,986.834,7008.352,17.0,41.0,927.6391
11,stroke,986.834,16734.44,7.0,21.5,2172.9536
4,stroke,987.776,2055.4102,5.5,40.5,536.084
7,stroke,987.776,8822.092,5.0,44.5,938.8557
8,stroke,987.776,1923.7701,28.0,28.0,403.57443
9,stroke,987.776,3350.0923,28.5,29.0,632.50946
2,stroke,989.9885,1803.7721,20.5,33.5,418.4566
4,stroke,989.9885,4526.6704,46.0,47.0,811.97614
7,stroke,989.9885,4574.4053,5.0,15.0,814.862
11,stroke,989.9885,12925.885,5.0,16.0,1534.1648
2,stroke,992.379,3218.3945,5.0,41.5,671.1756
7,stroke,992.379,9945.391,5.0,45.0,1845.2386
9,stroke,992.379,3441.1,5.5,21.5,817.4393
11,stroke,992.379,12397.069,11.5,33.0,3325.8682
2,stroke,994.0565,2072.8057,5.0,21.0,331.8499
4,stroke,994.0565,4903.2607,13.0,26.5,710.22644
7,stroke,994.0565,8208.867,5.0,15.0,960.54846
9,stroke,994.0565,4228.2373,47.5,50.0,1004.2249
11,stroke,994.0565,12655.449,5.0,19.5,2062.1218
2,stroke,995.224,2366.4531,,49.0,716.6566
4,stroke,995.224,6510.4785,31.5,40.0,916.04504
7,stroke,995.224,3936.7334,5.0,15.0,716.0444
8,stroke,995.224,1651.896,,25.0,469.45258
9,stroke,995.224,4742.141,5.0,42.5,664.5351
11,stroke,995.224,5707.607,5.0,50.0,1440.286
7,stroke,996.025,7793.2017,5.0,49.5,2065.0312
2,stroke,997.1585,2255.326,5.0,43.0,386.3267
4,stroke,997.1585,5368.0796,41.5,43.0,781.53265
7,stroke,997.1585,4053.0872,5.0,20.0,971.5744
8,stroke,997.1585,3699.2036,12.5,46.5,466.0389
9,stroke,997.1585,2389.4514,5.0,20.0,520.51746
11,stroke,997.1585,5105.5913,7.0,17.5,1461.3038
4,stroke,998.427,4483.8594,25.5,37.5,711.675
7,stroke,998.427,11769.802,5.0,48.0,514.4981
8,stroke,998.427,1500.8596,42.5,42.5,389.15656
9,stroke,998.427,3905.0745,23.0,37.5,1054.0555
11,stroke,998.427,9024.6,17.0,31.5,996.8181
2,stroke,999.8425,2762.8792,47.5,48.5,554.2985
4,stroke,999.8425,3409.5266,42.5,43.0,785.6487
7,stroke,999.8425,14742.061,7.0,47.0,1535.7349
11,stroke,999.8425,7699.326,14.5,26.5,1407.4352
2,stroke,1000.8555,4582.816,5.0,20.5,425.91867
4,stroke,1000.8555,2724.9883,5.5,25.5,534.0381
7,stroke,1000.8555,7207.776,5.0,15.5,714.82916
8,stroke,1000.8555,2641.2715,11.5,15.0,616.3927
9,stroke,1000.8555,4201.0127,8.0,23.5,1006.2391
2,stroke,1002.0305,35031.645,6.0,19.0,850.92145
4,stroke,1002.0305,38663.547,5.0,20.5,1153.451
7,stroke,1002.0305,14162.557,5.0,21.0,709.54785
8,stroke,1002.0305,35074.16,5.0,21.0,420.5108
9,stroke,1002.0305,24096.402,5.0,20.5,1337.3102
11,stroke,1002.0305,16744.035,8.0,50.0,1725.3401
4,stroke,1005.3995,2891.8677,9.5,37.5,588.56415
7,stroke,1005.3995,12327.455,5.0,15.0,996.1333
8,stroke,1005.3995,2293.8403,5.0,18.0,388.4595
9,stroke,1005.3995,2974.9158,5.0,36.5,789.5797
2,stroke,1006.349,2308.1055,6.5,28.0,493.88235
4,stroke,1006.349,3044.6633,,29.0,926.96356
7,stroke,1006.349,38223.766,5.0,18.5,1608.1423
8,stroke,1006.349,7521.1055,8.5,35.0,503.45914
11,stroke,1006.349,7201.314,7.5,16.5,2398.03
2,stroke,1007.7115,35773.72,5.0,18.5,562.7805
4,stroke,1007.7115,35736.918,5.0,20.5,670.18005
7,stroke,1007.7115,16427.438,5.0,21.0,789.52606
8,stroke,1007.7115,34581.758,5.0,20.5,376.2565
9,stroke,1007.7115,12479.409,5.0,20.5,1356.0166
11,stroke,1007.7115,15656.051,5.0,18.5,3788.2341
4,stroke,1008.89,3517.7341,,50.0,1125.5714
7,stroke,1008.89,6959.504,5.0,15.0,1810.3934
11,stroke,1008.89,8965.48,21.0,28.0,1890.405
4,stroke,1010.606,3341.5657,7.0,20.0,709.1264
7,stroke,1010.606,13065.902,5.0,31.5,1333.1317
8,stroke,1010.606,3980.9385,46.5,50.0,662.4542
9,stroke,1010.606,3667.0151,15.5,30.5,678.42914
11,stroke,1010.606,13611.263,6.5,32.5,1355.188
2,stroke,1012.0445,2320.2705,5.0,48.0,435.09903
4,stroke,1012.0445,5838.8906,8.5,21.5,1129.9357
7,stroke,1012.0445,8295.885,20.0,30.0,1351.558
8,stroke,1012.0445,3703.04,12.0,20.5,554.6083
9,stroke,1012.0445,4969.145,6.0,23.5,525.35046
2,stroke,1013.36,3084.5918,30.0,36.0,948.99176
4,stroke,1013.36,7611.335,25.0,34.5,992.8956
7,stroke,1013.36,3400.882,5.0,19.0,1119.3578
8,stroke,1013.36,7356.499,7.0,15.0,417.40347
4,stroke,1014.932,6120.7886,14.0,15.0,1149.2959
7,stroke,1014.932,6503.6226,5.0,27.5,1558.768
9,stroke,1014.932,4775.398,5.0,50.0,902.16034
11,stroke,1014.932,18379.994,14.0,47.5,2457.4285
2,stroke,1015.936,2336.066,,18.5,721.186
7,stroke,1015.936,7378.408,5.0,22.0,805.96906
8,stroke,1015.936,3452.628,6.5,46.0,924.2851
9,stroke,1015.936,4170.5435,6.0,16.0,1225.2976
11,stroke,1015.936,10025.922,,44.0,2841.8335
2,stroke,1016.889,2899.7793,,19.0,869.79474
4,stroke,1016.889,2468.1372,32.5,32.5,587.33356
7,stroke,1016.889,7973.698,5.0,15.0,1367.4163
9,stroke,1016.889,5704.501,5.0,15.0,1646.413
11,stroke,1016.889,6061.2627,8.0,21.0,1081.6653
4,stroke,1018.4745,2947.974,,50.0,639.40356
7,stroke,1018.4745,4613.179,5.0,41.0,865.1907
2,stroke,1019.684,3811.9065,5.0,15.0,460.07535
4,stroke,1019.684,5610.719,,19.0,1321.8035
8,stroke,1019.684,1990.0411,8.0,21.0,538.7904
9,stroke,1019.684,5319.574,29.0,30.5,1460.2068
11,stroke,1019.684,16364.162,48.0,50.0,3597.5652
2,stroke,1020.871,2921.146,,29.0,731.1624
4,stroke,1020.871,2501.233,7.0,43.5,790.0778
7,stroke,1020.871,6434.373,5.0,15.0,1047.8634
8,stroke,1020.871,1643.0,11.5,41.0,403.97232
11,stroke,1020.871,7416.131,5.0,50.0,1832.2903
2,stroke,1022.194,35487.44,6.5,19.5,367.3076
4,stroke,1022.194,32986.5,5.0,21.5,1372.996
7,stroke,1022.194,22858.094,5.0,22.0,615.914
8,stroke,1022.194,43533.312,5.0,21.5,344.25598
9,stroke,1022.194,16173.216,5.0,21.0,836.8457
11,stroke,1022.194,14983.296,21.0,22.5,3735.878
2,stroke,1024.574,1898.3188,26.5,41.5,631.4952
7,stroke,1024.574,6062.182,5.0,15.0,1349.0151
8,stroke,1024.574,1764.8464,,31.5,468.43362
4,stroke,1025.426,2849.666,47.5,47.5,600.4681
9,stroke,1025.426,4594.2896,8.0,17.5,824.00684
2,stroke,1026.3905,3083.127,14.5,15.5,382.7025
4,stroke,1026.3905,3905.9165,35.0,36.0,940.2561
7,stroke,1026.3905,5402.373,5.0,15.0,817.3278
8,stroke,1026.3905,1996.6006,18.0,28.5,356.1527
11,stroke,1026.3905,5921.3657,,34.0,1885.1492
2,stroke,1029.135,3101.3022,22.5,33.0,633.933
4,stroke,1029.135,4424.794,6.5,32.5,664.306
7,stroke,1029.135,10375.514,5.0,19.5,815.30396
8,stroke,1029.135,1417.3152,7.5,37.5,307.52356
2,stroke,1030.6125,3140.9133,30.5,43.5,788.519
4,stroke,1030.6125,2015.7161,8.0,42.5,632.1975
7,stroke,1030.6125,5621.0195,5.0,30.0,1182.4326
8,stroke,1030.6125,2434.192,,16.5,629.48553
9,stroke,1030.6125,3419.8418,32.5,40.0,1049.9667
11,stroke,1030.6125,5369.7617,5.0,48.5,1318.4938
2,stroke,1031.6935,2107.268,14.0,27.0,694.2727
4,stroke,1031.6935,3888.4907,,23.0,1244.1323
7,stroke,1031.6935,6435.984,5.0,47.0,621.3276
9,stroke,1031.6935,3596.7554,5.0,23.5,612.8252
11,stroke,1031.6935,8816.61,18.5,20.0,1230.579
2,stroke,1032.5095,1843.6077,5.0,15.0,405.34177
4,stroke,1032.5095,4745.18,,48.5,1544.2131
7,stroke,1032.5095,7064.7744,5.0,19.5,1411.6383
8,stroke,1032.5095,1649.6238,8.5,38.5,444.3984
9,stroke,1032.5095,4885.8774,,40.0,1473.7571
2,stroke,1033.6345,2726.8022,5.0,19.5,406.68237
4,stroke,1033.6345,5919.428,25.5,39.5,1117.339
7,stroke,1033.6345,8656.503,5.0,15.0,1430.075
9,stroke,1033.6345,7335.0967,14.0,23.0,1072.4072
4,stroke,1034.6605,6002.1177,11.0,36.5,1178.039
7,stroke,1034.6605,4032.579,5.0,15.5,993.1348
8,stroke,1034.6605,2049.7952,,47.5,459.36865
9,stroke,1034.6605,4733.3525,10.5,39.5,769.309
2,stroke,1035.52,2347.3154,5.0,35.0,437.92072
4,stroke,1035.52,3883.9238,35.5,35.5,629.4233
7,stroke,1035.52,6443.0254,5.0,16.5,1032.0892
8,stroke,1035.52,4712.7417,5.5,25.5,679.4636
9,stroke,1035.52,5882.514,5.0,15.0,709.2683
11,stroke,1035.52,7631.066,21.0,24.0,1593.3037
4,stroke,1036.341,6385.882,22.0,22.0,1509.179
7,stroke,1036.341,7947.992,5.0,15.0,655.54877
11,stroke,1036.341,11968.355,15.0,17.0,1388.0565
2,stroke,1037.5655,2906.7903,5.0,16.0,716.77673
4,stroke,1037.5655,7574.109,8.5,17.0,1479.2806
9,stroke,1037.5655,5548.5063,14.0,33.5,1366.7949
11,stroke,1037.5655,9821.713,5.0,22.5,1642.0115
2,stroke,1039.15,2303.5874,5.0,29.0,311.11426
4,stroke,1039.15,5504.4443,,26.0,1340.8546
8,stroke,1039.15,1817.1034,,47.0,594.5608
9,stroke,1039.15,6469.1147,28.0,43.0,1492.5549
2,stroke,1040.257,2034.2925,5.0,34.5,491.76382
7,stroke,1040.257,8471.285,5.0,15.0,1160.736
9,stroke,1040.257,5130.003,30.5,31.5,1114.7722
4,stroke,1041.6405,4055.5146,8.0,47.0,887.37225
7,stroke,1041.6405,3883.6387,5.0,20.5,853.09296
8,stroke,1041.6405,2246.9954,22.0,42.5,437.15842
9,stroke,1041.6405,6461.155,5.0,19.5,849.06335
11,stroke,1041.6405,5270.804,5.0,17.5,1226.2664
2,stroke,1042.5325,5282.3877,5.0,26.0,395.11456
7,stroke,1042.5325,8527.814,5.0,18.0,561.81165
8,stroke,1042.5325,7172.231,9.0,23.0,442.85852
11,stroke,1042.5325,11040.918,46.0,50.0,1632.3558
2,stroke,1045.455,2450.6885,21.5,21.5,531.2108
4,stroke,1045.455,4067.001,11.0,16.0,954.8789
7,stroke,1045.455,4087.017,5.0,45.5,1091.7582
8,stroke,1045.455,1716.4103,9.0,15.5,447.008
9,stroke,1045.455,3807.2861,9.5,16.5,1081.0804
11,stroke,1045.455,14659.34,17.0,35.5,2109.069
2,stroke,1046.488,2807.021,,48.0,883.00006
7,stroke,1046.488,5253.685,5.0,44.0,827.7872
9,stroke,1046.488,4391.1426,16.5,25.5,1054.9637
11,stroke,1046.488,12804.74,10.5,20.5,3205.0305
2,stroke,1047.8855,1767.2861,26.0,27.0,413.13412
4,stroke,1047.8855,5581.3027,5.0,17.0,920.1151
7,stroke,1047.8855,3595.6853,5.0,16.5,848.766
8,stroke,1047.8855,1428.3008,,20.5,459.08087
9,stroke,1047.8855,3876.8706,22.5,23.0,1122.3273
11,stroke,1047.8855,4073.7153,,37.0,1126.6099
2,stroke,1050.122,3284.2988,25.5,30.5,447.83792
4,stroke,1050.122,4025.2847,6.5,49.5,919.3428
7,stroke,1050.122,7366.951,5.0,15.0,532.393
9,stroke,1050.122,2480.7817,,49.5,667.3468
11,stroke,1050.122,9100.328,39.0,47.5,2000.312
7,stroke,1051.944,5687.7046,5.0,15.0,1042.0985
9,stroke,1051.944,3139.2646,5.0,24.5,939.32007
11,stroke,1051.944,6153.383,31.0,39.5,1723.445
4,stroke,1053.0345,7387.5713,12.5,19.5,1889.941
11,stroke,1053.0345,13365.902,5.0,17.5,1415.2843
4,stroke,1054.044,6023.4414,22.5,47.0,964.4495
7,stroke,1054.044,7886.0806,5.0,17.0,1065.1176
8,stroke,1054.044,2602.3633,17.0,50.0,498.40405
9,stroke,1054.044,5202.6807,17.5,18.5,1064.0735
11,stroke,1054.044,9671.652,13.5,23.0,2215.1619
7,stroke,1055.523,3757.8328,5.0,15.0,1085.3625
9,stroke,1055.523,5828.115,13.0,24.5,901.2918
11,stroke,1055.523,6261.1104,5.0,47.5,1662.9702
4,stroke,1057.0345,3730.8303,21.0,21.5,533.469
7,stroke,1057.0345,4882.5317,5.0,40.0,1044.4023
11,stroke,1057.0345,96449.875,7.5,25.5,16547.95
2,stroke,1058.0915,2009.9567,16.0,17.5,297.25476
4,stroke,1058.0915,5708.7373,7.0,18.5,952.09235
7,stroke,1058.0915,6764.605,5.0,29.0,1118.9818
8,stroke,1058.0915,2274.8494,20.5,21.5,433.3274
9,stroke,1058.0915,3897.428,,36.5,1003.36615
11,stroke,1058.0915,13196.047,5.0,50.0,2237.2566
2,stroke,1059.1465,2157.5952,5.0,45.5,692.03656
4,stroke,1059.1465,4872.4844,41.0,41.5,1004.34174
7,stroke,1059.1465,15674.874,5.0,26.5,1573.1864
9,stroke,1059.1465,3955.6445,18.0,19.0,830.31366
2,stroke,1059.9875,3857.4558,19.0,43.5,433.52744
4,stroke,1059.9875,4777.618,21.0,23.0,1000.35065
7,stroke,1059.9875,4334.227,5.0,15.0,947.83984
8,stroke,1059.9875,2214.2598,17.0,17.5,475.90796
2,stroke,1061.4705,3684.6694,40.5,45.0,643.18146
4,stroke,1061.4705,2770.6216,9.0,21.5,609.20325
7,stroke,1061.4705,7875.2617,5.0,15.5,899.47046
9,stroke,1061.4705,6388.5835,11.0,15.0,929.2156
11,stroke,1061.4705,37291.145,28.0,50.0,3282.5193
7,stroke,1062.3885,6357.186,5.0,27.0,1523.8866
8,stroke,1062.3885,3272.1948,43.5,43.5,711.15643
11,stroke,1062.3885,27511.559,23.5,33.5,4174.0835
2,stroke,1063.8335,2096.3413,5.0,47.0,409.09027
7,stroke,1063.8335,6123.912,5.0,15.0,947.71063
8,stroke,1063.8335,3054.5532,26.5,37.0,613.5265
2,stroke,1068.655,3747.836,5.0,19.0,534.5628
4,stroke,1068.655,2665.459,,44.0,688.0918
8,stroke,1068.655,3095.7578,21.5,40.0,448.08145
9,stroke,1068.655,6129.208,25.0,48.5,896.96936
11,stroke,1068.655,12956.233,44.0,44.5,3896.937
4,stroke,1069.7725,6076.2607,32.5,49.0,653.04364
7,stroke,1069.7725,10520.05,5.0,30.5,2801.1824
8,stroke,1069.7725,2778.641,26.5,26.5,523.9076
9,stroke,1069.7725,5569.293,35.0,36.5,962.6197
11,stroke,1069.7725,8827.301,10.0,20.5,916.15533
2,stroke,1070.6395,3580.5825,25.0,25.5,942.0996
