channel,hemisphere,stimulus_time,amplitude,latency,peak_time,baseline_std
4,healthy,0.876,2546.0103,,35.0,616.67316
7,healthy,0.876,6970.1006,5.0,19.0,1018.90405
8,healthy,0.876,2726.337,25.0,25.0,560.6924
11,healthy,0.876,7476.8125,6.5,20.5,1301.0883
2,healthy,1.855,2755.0952,9.0,19.0,480.83875
7,healthy,1.855,5248.039,5.0,15.0,920.0013
9,healthy,1.855,5919.0166,17.5,17.5,1461.763
2,healthy,3.029,3644.7449,45.0,45.0,908.8893
4,healthy,3.029,5090.7354,39.0,48.5,621.8843
7,healthy,3.029,7159.6562,5.0,15.0,1232.7697
9,healthy,3.029,13689.068,5.0,15.0,1184.2502
7,healthy,4.698,4913.5107,5.0,15.0,1013.55054
8,healthy,4.698,4847.979,8.5,40.5,539.8024
9,healthy,4.698,5104.83,5.0,30.0,1611.4036
11,healthy,4.698,9479.214,5.0,20.0,1623.8411
4,healthy,5.7185,4037.107,33.0,33.5,790.4965
11,healthy,5.7185,6398.6143,6.5,20.0,1825.0264
2,healthy,6.54,4232.701,7.0,21.5,689.34784
4,healthy,6.54,3828.7002,31.0,47.5,638.13916
7,healthy,6.54,3459.468,5.0,27.0,824.1953
4,healthy,7.4455,3315.0862,,23.0,1078.7054
7,healthy,7.4455,7187.302,5.0,17.0,2274.0369
8,healthy,7.4455,3587.1624,5.0,31.5,621.18506
9,healthy,7.4455,6482.773,6.5,24.5,1181.3087
11,healthy,7.4455,9123.316,9.0,18.0,1781.5447
2,healthy,8.714,4203.3857,5.0,46.0,1046.0891
4,healthy,8.714,3985.062,5.5,29.0,566.7749
8,healthy,8.714,2925.2085,,41.5,796.8051
11,healthy,8.714,8146.2354,27.0,29.0,2417.8542
2,healthy,10.006,3114.0063,38.0,42.5,680.6038
4,healthy,10.006,4316.6406,44.5,44.5,981.65375
7,healthy,10.006,5214.534,5.0,45.5,706.51416
8,healthy,10.006,2948.6147,13.5,15.0,578.94073
9,healthy,10.006,4521.254,5.0,15.0,783.3047
11,healthy,10.006,9701.754,,30.5,2745.9524
4,healthy,11.471,2503.03,,15.0,549.4387
8,healthy,11.471,4984.278,35.0,35.5,735.8786
9,healthy,11.471,8432.887,6.5,48.0,706.02563
11,healthy,11.471,21667.227,5.0,32.0,1860.8578
4,healthy,12.544,2620.4011,,32.0,822.11896
8,healthy,12.544,3548.1777,,16.0,752.57794
9,healthy,12.544,11159.801,16.5,35.0,1456.3907
11,healthy,12.544,8684.811,,20.5,2123.193
2,healthy,14.1225,3941.645,6.0,16.5,763.9297
4,healthy,14.1225,3484.713,19.5,19.5,869.8517
7,healthy,14.1225,11048.47,5.0,36.5,658.29974
8,healthy,14.1225,3248.2979,12.5,38.5,738.9038
4,healthy,15.2855,3262.8147,20.5,48.0,539.2869
11,healthy,15.2855,16601.898,10.0,46.5,2249.1729
4,healthy,16.7015,4365.837,48.0,37.5,969.40765
7,healthy,16.7015,10514.204,11.5,35.5,1720.147
8,healthy,16.7015,3351.3145,22.5,23.0,627.96234
9,healthy,16.7015,10209.199,11.0,19.5,1484.8057
11,healthy,16.7015,12618.74,32.0,46.5,2729.3525
2,healthy,17.669,4283.083,12.0,35.0,1054.0188
4,healthy,17.669,2250.3657,,41.5,689.8781
7,healthy,17.669,5996.9053,5.0,44.0,1334.0334
11,healthy,17.669,21275.684,33.0,38.5,5082.6304
4,healthy,19.2795,7417.9634,9.5,42.5,620.65955
7,healthy,19.2795,7482.953,6.5,37.0,1538.3317
8,healthy,19.2795,3262.7803,32.0,32.5,593.55634
11,healthy,19.2795,7205.0176,19.5,40.0,1775.7728
7,healthy,21.9685,7451.246,5.0,38.0,1324.5698
8,healthy,21.9685,2061.675,,16.5,661.24396
9,healthy,21.9685,8454.392,45.0,45.5,2364.5725
2,healthy,23.6735,5660.7383,5.0,42.5,910.0616
4,healthy,23.6735,16549.68,34.0,50.0,1137.6532
9,healthy,23.6735,7832.8237,5.0,46.0,587.0347
11,healthy,23.6735,9640.912,34.5,48.5,2233.6301
2,healthy,25.8275,3995.673,29.0,34.5,874.2591
7,healthy,25.8275,7033.1016,5.0,30.0,1238.4148
8,healthy,25.8275,5274.9526,47.0,50.0,1034.5988
9,healthy,25.8275,3770.6985,,15.5,1243.8043
11,healthy,25.8275,10235.934,,18.5,2791.7898
2,healthy,28.7025,4343.0366,7.0,34.0,792.85846
4,healthy,28.7025,6734.5786,13.0,44.0,723.1796
7,healthy,28.7025,3175.8604,5.0,40.5,809.92236
8,healthy,28.7025,4454.4243,25.0,34.0,845.2449
9,healthy,28.7025,3521.482,17.5,50.0,1140.7059
11,healthy,28.7025,6710.655,5.0,15.0,2132.6113
2,healthy,29.5515,2954.7869,5.0,40.5,792.5375
4,healthy,29.5515,2442.4795,,39.5,646.812
8,healthy,29.5515,2878.1091,35.5,35.5,566.84625
9,healthy,29.5515,6932.8945,38.0,38.5,1847.312
11,healthy,29.5515,11718.533,5.0,15.5,2250.6208
4,healthy,30.5895,2251.689,,48.0,663.5136
7,healthy,30.5895,7401.1724,5.0,15.0,1308.6193
8,healthy,30.5895,2676.5627,16.0,38.0,858.9316
9,healthy,30.5895,5567.6567,30.5,39.5,1015.6113
11,healthy,30.5895,9954.977,27.5,35.5,2350.2024
2,healthy,31.7705,4463.295,5.0,15.0,1008.7806
4,healthy,31.7705,4572.3096,42.5,48.0,670.5118
7,healthy,31.7705,29404.488,5.0,40.0,678.2737
8,healthy,31.7705,2838.522,12.5,47.5,630.8235
11,healthy,31.7705,14931.516,,33.5,4815.54
7,healthy,32.878,3723.7766,5.0,16.5,749.2016
8,healthy,32.878,3219.0972,38.5,38.5,550.5949
9,healthy,32.878,5012.4326,8.0,17.0,1238.3788
11,healthy,32.878,7701.487,6.0,23.5,1868.9567
4,healthy,34.1545,2044.1531,12.5,38.0,559.4883
7,healthy,34.1545,4497.4004,5.0,19.0,950.40173
8,healthy,34.1545,4347.2734,16.5,17.0,1052.5298
9,healthy,34.1545,8911.53,12.5,16.5,1808.3413
2,healthy,36.127,4382.915,5.0,19.0,653.04926
7,healthy,36.127,6468.697,5.0,19.0,2074.6365
11,healthy,36.127,9616.786,12.0,49.0,2140.602
2,healthy,39.8145,3306.054,18.0,41.0,949.35187
4,healthy,39.8145,3481.1077,12.0,24.5,791.6217
7,healthy,39.8145,7101.2305,5.0,48.0,1933.0669
8,healthy,39.8145,2845.5034,14.5,21.0,666.77826
11,healthy,39.8145,8043.007,5.0,49.0,1372.2483
7,healthy,40.916,6988.5156,5.0,15.0,1864.84
8,healthy,40.916,2794.6924,23.0,23.5,567.66925
9,healthy,40.916,5196.637,16.0,16.5,1210.7893
11,healthy,40.916,7308.8354,15.5,48.0,1809.2845
2,healthy,42.194,4807.699,11.5,31.5,685.7779
4,healthy,42.194,3211.3452,5.0,40.5,766.589
7,healthy,42.194,4430.05,17.0,18.0,1042.1555
9,healthy,42.194,4412.01,5.0,15.5,1281.3689
4,healthy,44.0865,6337.5596,49.5,50.0,1419.9252
8,healthy,44.0865,2936.1492,,27.5,841.5753
9,healthy,44.0865,9488.2705,7.5,31.0,940.47675
11,healthy,44.0865,25739.922,39.0,50.0,3313.7817
2,healthy,45.6775,2916.0752,7.0,28.5,876.4874
4,healthy,45.6775,5480.8335,31.0,32.0,698.6567
7,healthy,45.6775,8426.002,5.0,15.5,1673.8983
2,healthy,46.9395,2757.2664,18.5,47.0,793.84076
4,healthy,46.9395,11373.444,10.0,37.5,882.8172
9,healthy,46.9395,9418.4,5.0,16.5,956.2121
11,healthy,46.9395,9210.952,13.0,48.5,3029.1196
4,healthy,47.7405,19361.68,35.5,36.5,2008.2672
8,healthy,47.7405,6817.89,9.5,22.5,1367.1083
9,healthy,47.7405,3002.2703,8.5,15.0,692.9904
2,healthy,48.7275,6911.5703,6.5,47.5,1586.8496
4,healthy,48.7275,3577.0842,5.0,28.0,780.17633
7,healthy,48.7275,7203.1357,8.5,36.0,2087.131
8,healthy,48.7275,6435.3716,5.0,16.0,699.70294
2,healthy,50.2455,3296.4978,22.5,35.0,822.5295
4,healthy,50.2455,6978.212,40.5,49.5,1107.852
7,healthy,50.2455,8895.521,5.0,15.0,1072.5725
9,healthy,50.2455,2776.3281,,31.0,921.09674
11,healthy,50.2455,10707.218,17.5,26.5,2900.899
7,healthy,51.123,29075.48,5.0,18.5,1667.1
8,healthy,51.123,2880.5134,,22.5,650.1255
2,healthy,53.3345,14668.637,24.0,25.0,1684.3729
4,healthy,53.3345,6955.3994,36.0,40.0,1088.338
7,healthy,53.3345,9780.41,5.0,20.0,1389.1863
8,healthy,53.3345,6438.501,5.0,47.0,687.9459
9,healthy,53.3345,9912.291,31.5,42.0,2346.4783
2,healthy,54.1415,13580.455,,44.5,3975.789
4,healthy,54.1415,8921.773,,18.5,1927.5575
8,healthy,54.1415,7668.746,28.0,32.0,717.3969
11,healthy,54.1415,11681.1875,,15.0,3217.5198
2,healthy,55.0935,8431.478,5.0,15.0,1043.949
7,healthy,55.0935,20998.188,5.0,15.0,2378.4792
8,healthy,55.0935,3292.411,6.5,20.0,683.83685
9,healthy,55.0935,5541.442,,47.0,1778.2086
11,healthy,55.0935,6140.835,47.0,50.0,1487.0985
2,healthy,56.29,6736.815,13.0,18.0,812.62604
4,healthy,56.29,2662.5444,,49.5,689.4955
7,healthy,56.29,5865.9756,5.0,18.5,1885.0763
8,healthy,56.29,3732.6108,,25.5,929.1866
9,healthy,56.29,3049.3223,5.0,36.5,855.70233
11,healthy,56.29,5496.4355,36.5,43.0,1432.9785
2,healthy,57.2345,8817.078,5.0,31.5,1320.6433
4,healthy,57.2345,2796.3892,48.5,48.5,670.0357
7,healthy,57.2345,6901.245,5.0,35.0,2249.702
8,healthy,57.2345,3399.783,6.0,19.0,1008.14374
2,healthy,58.9825,5283.002,5.0,49.0,881.8607
4,healthy,58.9825,2726.8682,,41.5,905.51544
7,healthy,58.9825,18699.691,5.0,21.5,1643.4664
9,healthy,58.9825,11378.537,20.5,21.0,2851.8792
11,healthy,58.9825,13981.719,29.5,35.5,1929.1533
2,healthy,59.903,6818.64,13.5,19.0,1401.1111
4,healthy,59.903,2969.7788,21.0,22.0,586.1861
7,healthy,59.903,8865.186,5.0,15.5,1246.6548
8,healthy,59.903,5609.003,38.0,39.5,804.5952
9,healthy,59.903,6707.8364,9.0,18.5,1737.6162
2,healthy,60.7905,5359.3203,16.5,33.5,987.56024
4,healthy,60.7905,3316.3718,,29.0,781.6794
7,healthy,60.7905,8031.8477,,50.0,2573.5525
8,healthy,60.7905,2983.271,,22.5,849.19965
9,healthy,60.7905,7739.7617,15.0,16.0,2194.4683
11,healthy,60.7905,10086.882,40.5,40.5,3250.5647
2,healthy,61.591,8181.4966,8.0,15.0,1569.127
4,healthy,61.591,5254.426,26.5,50.0,683.4278
8,healthy,61.591,3834.7222,,33.5,1074.641
9,healthy,61.591,6229.004,,43.5,1918.3706
11,healthy,61.591,10281.059,5.0,17.0,1766.304
2,healthy,62.45,7206.8438,8.5,23.5,1332.275
4,healthy,62.45,2759.1816,,43.0,726.1557
7,healthy,62.45,6253.3604,5.0,15.5,1685.7882
8,healthy,62.45,4825.1616,5.0,19.0,779.46814
9,healthy,62.45,5488.206,5.0,24.0,1025.0746
11,healthy,62.45,11662.479,5.0,15.0,2354.2126
2,healthy,63.313,8285.951,44.5,45.5,1868.5198
4,healthy,63.313,3087.4263,,45.0,760.0142
7,healthy,63.313,8455.45,5.0,15.0,815.10986
8,healthy,63.313,3844.4763,39.5,48.5,662.61566
9,healthy,63.313,7895.748,9.0,31.0,1101.7087
2,healthy,64.1395,6562.8926,13.0,43.0,1535.1829
4,healthy,64.1395,4641.41,30.0,39.5,597.00085
7,healthy,64.1395,10394.68,5.0,15.0,1045.593
8,healthy,64.1395,2514.6667,,23.5,818.75586
9,healthy,64.1395,8572.468,11.5,24.0,1202.3658
11,healthy,64.1395,13245.446,17.5,43.0,1267.2637
2,healthy,65.006,10347.785,14.5,29.0,973.6548
4,healthy,65.006,3332.7607,,50.0,821.3165
9,healthy,65.006,4864.749,6.5,46.5,1366.5403
11,healthy,65.006,10177.703,,43.5,2319.9558
2,healthy,65.8435,7147.263,28.0,28.5,1782.4093
7,healthy,65.8435,9087.819,5.0,21.5,2124.1218
8,healthy,65.8435,3602.1787,5.0,15.0,689.9266
9,healthy,65.8435,7740.0186,35.5,37.5,1760.9563
11,healthy,65.8435,13497.387,5.0,17.0,2699.065
2,healthy,66.7185,10274.717,31.0,44.0,1072.6641
4,healthy,66.7185,2722.1006,,42.0,891.38556
7,healthy,66.7185,13103.57,5.0,50.0,1827.2465
8,healthy,66.7185,7999.8887,21.5,25.0,712.22504
9,healthy,66.7185,4396.9067,8.5,19.0,802.7201
11,healthy,66.7185,9574.019,28.5,36.5,1487.8472
2,healthy,67.5625,5380.0757,5.0,34.0,1263.9995
4,healthy,67.5625,4180.288,20.0,32.5,642.798
7,healthy,67.5625,15536.859,7.5,17.5,2804.105
9,healthy,67.5625,7374.3926,5.5,50.0,654.974
2,healthy,68.704,9277.598,32.0,32.5,1543.2157
4,healthy,68.704,4942.699,17.5,40.5,906.9694
7,healthy,68.704,4147.2227,5.0,43.5,822.5383
8,healthy,68.704,2754.8853,,37.5,735.51465
11,healthy,68.704,6213.598,5.0,32.5,1369.6543
2,healthy,69.511,9339.336,9.0,43.5,1817.2352
7,healthy,69.511,27901.059,5.0,38.0,1480.8203
8,healthy,69.511,3823.986,39.0,40.0,592.45386
9,healthy,69.511,9300.974,12.0,16.5,1840.7876
2,healthy,70.337,4316.399,,27.5,1135.4838
7,healthy,70.337,39986.52,5.0,26.0,2165.4543
9,healthy,70.337,3221.7168,5.0,36.5,945.1962
11,healthy,70.337,10766.405,13.0,18.0,1786.5326
4,healthy,71.804,2907.1416,,27.5,665.353
7,healthy,71.804,6208.2373,5.0,15.5,1333.9795
8,healthy,71.804,7169.9272,39.0,45.0,1217.5511
2,healthy,73.494,3651.3613,7.5,31.5,745.9692
4,healthy,73.494,2035.0709,10.5,33.5,530.208
8,healthy,73.494,5624.3955,6.5,24.0,644.5615
9,healthy,73.494,4059.7046,,41.0,1061.1735
4,healthy,75.3235,3247.0068,35.0,35.5,705.8316
7,healthy,75.3235,7627.459,6.5,15.5,1925.5116
9,healthy,75.3235,7092.9893,5.0,29.5,1336.3153
11,healthy,75.3235,11932.107,44.5,49.0,2394.7578
2,healthy,76.5585,3235.7683,,40.0,845.74725
4,healthy,76.5585,3415.0383,,33.0,939.6499
8,healthy,76.5585,4930.6763,,22.5,1623.7212
9,healthy,76.5585,30120.586,9.0,16.5,2621.9163
11,healthy,76.5585,38337.664,7.5,15.5,2541.8875
4,healthy,77.6115,2760.476,37.5,37.5,861.0641
7,healthy,77.6115,6228.1924,5.0,25.0,1279.0114
8,healthy,77.6115,3712.3557,47.5,48.0,761.2024
9,healthy,77.6115,4674.0273,5.0,32.5,937.3719
2,healthy,78.8145,4188.151,24.0,25.0,1208.2693
4,healthy,78.8145,3039.859,,48.0,780.36
7,healthy,78.8145,3111.098,5.0,23.5,824.92896
8,healthy,78.8145,7946.2734,5.0,42.0,970.005
9,healthy,78.8145,8106.6753,18.5,29.5,1569.6509
11,healthy,78.8145,11986.841,40.5,42.0,2043.6115
2,healthy,80.7225,2757.2686,8.0,46.0,543.7032
7,healthy,80.7225,4045.1602,5.0,20.5,1186.0408
8,healthy,80.7225,6115.497,5.0,15.0,990.468
9,healthy,80.7225,5765.451,,15.0,1578.2489
11,healthy,80.7225,11277.655,5.0,39.0,2480.2686
4,healthy,84.504,3196.9663,,46.5,676.09735
7,healthy,84.504,10058.537,34.5,42.5,1958.4384
8,healthy,84.504,4322.7686,,38.0,1202.2643
9,healthy,84.504,5751.6626,,50.0,1661.8632
11,healthy,84.504,17651.436,20.5,42.0,1939.6561
2,healthy,85.917,3138.5505,5.5,27.5,879.8139
4,healthy,85.917,2830.9592,22.5,23.0,588.67706
8,healthy,85.917,4367.2183,11.5,34.5,874.8273
9,healthy,85.917,5492.0557,15.0,16.0,1100.8116
11,healthy,85.917,11487.758,8.5,20.0,2408.4446
2,healthy,87.9565,2951.3726,5.0,24.5,545.71674
4,healthy,87.9565,3523.2058,5.0,15.0,1091.05
7,healthy,87.9565,5063.1255,5.0,23.5,955.8433
8,healthy,87.9565,3861.8564,31.0,31.5,750.17914
9,healthy,87.9565,4083.4434,8.0,47.5,909.074
11,healthy,87.9565,7868.804,,16.5,2241.581
2,healthy,91.9095,3924.5522,,23.5,1157.9272
4,healthy,91.9095,3827.5664,10.0,40.5,839.36804
7,healthy,91.9095,11769.335,5.0,35.5,1427.0532
8,healthy,91.9095,3286.6587,34.5,35.0,612.5034
9,healthy,91.9095,4779.426,16.0,36.5,1497.2754
11,healthy,91.9095,10623.892,,50.0,2802.6472
2,healthy,92.7135,2839.802,14.5,20.5,798.8267
4,healthy,92.7135,2683.8833,,41.5,781.103
7,healthy,92.7135,5072.7915,5.0,17.5,1190.6624
8,healthy,92.7135,2634.6533,,27.0,704.1985
11,healthy,92.7135,12793.375,12.0,26.0,1985.5001
4,healthy,93.7325,6164.3936,5.0,21.5,1028.5203
7,healthy,93.7325,6388.3926,5.0,15.0,1168.3578
8,healthy,93.7325,5556.744,,46.0,1645.0488
9,healthy,93.7325,21577.047,5.0,15.0,5434.9683
2,healthy,94.7955,22616.168,5.0,17.5,853.6073
4,healthy,94.7955,20602.938,5.0,30.0,661.85425
7,healthy,94.7955,21097.055,5.0,15.5,1521.2627
8,healthy,94.7955,51395.08,10.5,29.5,885.06287
9,healthy,94.7955,40720.89,11.5,29.5,3128.0532
11,healthy,94.7955,39553.71,9.5,17.0,2910.8743
2,healthy,95.6015,10912.845,8.0,17.0,2194.4258
4,healthy,95.6015,12127.576,5.0,15.0,560.7761
7,healthy,95.6015,16511.768,5.0,35.0,923.7177
8,healthy,95.6015,7817.551,5.0,29.0,995.45166
2,healthy,96.5075,17486.225,5.0,18.5,969.54865
4,healthy,96.5075,9579.812,5.0,21.5,898.4336
7,healthy,96.5075,20467.688,18.0,22.5,2675.062
8,healthy,96.5075,26820.227,5.0,21.0,1027.4434
9,healthy,96.5075,17264.76,5.0,21.0,2816.2517
11,healthy,96.5075,38483.523,5.0,21.0,2861.4814
2,healthy,97.766,3097.2476,39.5,48.5,732.8607
4,healthy,97.766,3548.0723,,41.0,995.2132
7,healthy,97.766,6460.8447,16.5,28.0,1478.7723
8,healthy,97.766,6130.4854,,15.5,2040.3789
11,healthy,97.766,12395.492,5.0,18.5,1598.0154
2,healthy,98.5685,2351.232,6.0,50.0,710.47253
4,healthy,98.5685,10256.507,,21.0,2792.3655
9,healthy,98.5685,7519.6934,5.5,31.0,1719.5062
2,healthy,99.6425,4479.108,,38.0,1094.2677
4,healthy,99.6425,2415.8037,,31.5,613.6082
7,healthy,99.6425,6317.9663,5.0,37.5,804.75665
9,healthy,99.6425,5004.3613,12.0,27.5,871.53455
2,healthy,100.5385,4434.38,22.0,39.0,1293.8406
4,healthy,100.5385,3259.348,44.0,44.0,734.6573
7,healthy,100.5385,9919.461,6.5,29.5,1497.2499
8,healthy,100.5385,7437.968,5.0,23.5,711.1534
11,healthy,100.5385,5973.322,21.5,36.5,1267.2661
4,healthy,101.344,3139.2764,13.5,22.5,591.535
7,healthy,101.344,33769.605,,40.5,8372.278
9,healthy,101.344,8334.727,5.0,16.0,1194.1149
2,healthy,102.443,14821.923,5.0,18.5,712.234
4,healthy,102.443,12401.996,5.0,18.0,712.357
7,healthy,102.443,16537.41,5.0,22.0,1706.5078
8,healthy,102.443,39396.34,5.0,20.5,1591.7921
9,healthy,102.443,25371.238,5.0,21.0,3279.2317
11,healthy,102.443,22198.42,5.0,21.5,4138.943
2,healthy,103.757,16438.316,5.0,18.5,1100.2244
4,healthy,103.757,13517.323,5.0,37.5,563.7171
7,healthy,103.757,19449.982,5.0,18.0,1117.7424
8,healthy,103.757,33900.96,5.0,21.0,1883.1696
9,healthy,103.757,15664.053,5.0,21.0,1214.3427
11,healthy,103.757,20744.44,14.0,21.5,6053.1006
2,healthy,104.9305,12154.85,5.0,19.0,812.16907
4,healthy,104.9305,15803.59,5.0,50.0,632.8664
7,healthy,104.9305,18364.111,8.0,38.5,1142.2579
8,healthy,104.9305,37552.383,5.0,20.5,1005.6036
9,healthy,104.9305,17846.81,5.0,21.0,1516.3877
11,healthy,104.9305,24901.676,5.0,21.0,4423.872
2,healthy,105.8505,15454.613,5.0,18.5,683.72723
4,healthy,105.8505,16414.088,5.0,21.0,1442.658
7,healthy,105.8505,18984.863,5.0,18.0,1518.0037
8,healthy,105.8505,34931.316,5.0,20.5,701.6942
9,healthy,105.8505,25892.293,5.0,20.5,1198.134
11,healthy,105.8505,32965.312,5.0,20.5,2657.4116
2,healthy,107.2,6982.383,5.0,15.5,916.04095
4,healthy,107.2,2872.335,,20.5,779.07025
7,healthy,107.2,4550.517,5.0,16.5,1311.395
8,healthy,107.2,3044.0405,42.0,42.5,610.3151
9,healthy,107.2,4597.5957,30.5,31.0,1037.4753
11,healthy,107.2,13187.541,7.5,24.0,1639.1359
7,healthy,108.5295,5558.6855,5.0,45.5,1121.6742
8,healthy,108.5295,3035.783,16.0,16.5,526.79315
9,healthy,108.5295,5399.748,18.5,23.5,1217.7677
11,healthy,108.5295,11917.84,6.0,26.0,2222.803
7,healthy,109.5405,3531.753,5.0,31.5,870.4985
8,healthy,109.5405,3776.5657,,40.0,1212.7812
9,healthy,109.5405,7506.5127,18.0,23.5,1324.8685
2,healthy,110.8465,6743.0195,41.0,42.0,878.54083
9,healthy,110.8465,5468.931,5.0,18.5,1448.2628
4,healthy,111.65,4588.3574,16.5,41.5,665.94684
9,healthy,111.65,6380.635,5.0,36.5,616.61334
11,healthy,111.65,9187.867,5.0,15.0,1902.1534
7,healthy,112.4895,7617.438,14.5,18.0,1688.8129
8,healthy,112.4895,2813.7886,11.5,42.0,679.0005
11,healthy,112.4895,19484.938,9.0,15.5,3439.8635
4,healthy,113.4305,4237.1606,15.0,15.5,822.4951
8,healthy,113.4305,2031.1403,10.0,46.5,674.7659
2,healthy,114.5155,3078.675,40.0,41.0,444.001
4,healthy,114.5155,2899.4053,,26.0,789.53394
7,healthy,114.5155,7696.7812,6.5,16.0,1102.5862
9,healthy,114.5155,7562.1245,5.0,43.5,1315.3346
2,healthy,115.7705,15799.619,5.0,18.5,577.13885
4,healthy,115.7705,15973.35,5.0,21.5,770.78107
7,healthy,115.7705,20001.447,5.0,18.5,1126.8414
8,healthy,115.7705,42285.145,5.0,21.0,2001.3647
9,healthy,115.7705,24761.508,5.0,21.0,1036.2799
11,healthy,115.7705,20577.354,5.0,21.0,2285.5486
2,healthy,116.7765,12225.852,5.0,18.5,785.5762
4,healthy,116.7765,18759.156,5.0,21.0,868.4909
7,healthy,116.7765,22034.303,5.0,18.0,1195.2328
8,healthy,116.7765,38813.305,5.0,20.5,763.96686
9,healthy,116.7765,30292.68,5.0,20.5,1937.5863
11,healthy,116.7765,26582.074,5.0,20.5,3131.4456
2,healthy,118.274,14740.428,5.0,19.0,1168.5227
4,healthy,118.274,15696.533,5.0,22.5,624.9351
7,healthy,118.274,18160.322,5.0,19.0,1286.0416
8,healthy,118.274,39581.883,5.0,21.5,1122.1489
9,healthy,118.274,16571.822,5.0,21.5,1004.0451
11,healthy,118.274,33164.82,5.0,21.5,5749.06
2,healthy,119.1655,4515.295,5.0,20.0,592.37524
7,healthy,119.1655,5686.3623,5.0,16.0,1556.4569
8,healthy,119.1655,2281.1777,13.0,15.5,594.04254
11,healthy,119.1655,9354.464,5.0,15.0,987.01544
2,healthy,120.681,16212.115,5.0,18.5,825.6448
4,healthy,120.681,18745.889,5.0,22.0,604.293
7,healthy,120.681,12504.501,5.0,19.0,789.2441
8,healthy,120.681,43548.17,5.0,21.5,1763.2313
9,healthy,120.681,21128.215,5.0,50.0,1504.1666
11,healthy,120.681,34305.63,5.0,21.5,2323.0012
2,healthy,121.813,13454.197,5.0,18.0,658.34845
4,healthy,121.813,17151.473,5.0,22.0,1131.3281
7,healthy,121.813,18605.318,5.0,18.5,836.1412
8,healthy,121.813,34938.58,5.0,20.5,1637.3889
9,healthy,121.813,20731.594,5.0,20.5,1322.8325
11,healthy,121.813,30902.945,5.0,20.5,3333.9397
2,healthy,123.6485,27997.521,8.5,15.5,833.97925
4,healthy,123.6485,42283.676,11.0,15.0,568.54614
7,healthy,123.6485,21656.469,5.0,15.5,1002.1456
8,healthy,123.6485,115710.55,11.0,15.0,693.4222
9,healthy,123.6485,62488.215,12.5,15.0,1603.1978
11,healthy,123.6485,109337.61,11.0,15.0,1777.3685
4,healthy,124.5565,3839.8867,26.5,27.0,610.16205
7,healthy,124.5565,4314.503,5.0,23.0,796.0358
9,healthy,124.5565,4358.6626,15.5,23.5,1188.5818
11,healthy,124.5565,8159.4204,34.5,34.5,2024.3237
2,healthy,126.143,3578.7937,7.0,16.0,358.3517
4,healthy,126.143,2967.8984,,42.5,842.15295
7,healthy,126.143,6640.836,5.0,21.0,1174.6903
8,healthy,126.143,4197.9697,9.0,40.0,893.5784
9,healthy,126.143,5378.8184,18.5,26.5,1593.9979
2,healthy,127.0415,14735.074,5.0,22.0,617.7899
4,healthy,127.0415,12233.203,5.0,38.5,663.914
7,healthy,127.0415,16245.106,5.0,22.0,1843.3125
8,healthy,127.0415,32630.768,5.0,21.0,758.81323
9,healthy,127.0415,24902.57,5.0,20.5,952.2628
11,healthy,127.0415,47258.758,5.0,21.0,2057.6187
2,healthy,127.997,14569.215,5.0,18.0,587.2376
4,healthy,127.997,14853.073,5.0,21.5,921.631
7,healthy,127.997,24479.432,5.0,18.0,1438.4219
8,healthy,127.997,41697.293,5.0,20.5,634.08496
9,healthy,127.997,26166.072,5.0,20.5,739.347
11,healthy,127.997,46824.605,5.0,20.5,1800.3394
4,healthy,128.92,2248.8364,,23.5,607.611
11,healthy,128.92,8702.368,5.0,16.0,1993.1982
2,healthy,130.1025,5594.121,10.5,16.5,843.25543
8,healthy,130.1025,2647.3782,,27.5,741.0166
9,healthy,130.1025,6083.425,14.0,27.5,1379.7261
11,healthy,130.1025,6337.2803,16.5,17.5,1405.0549
2,healthy,131.533,2772.0928,20.5,34.5,618.1629
7,healthy,131.533,8313.602,5.0,18.5,1103.8068
8,healthy,131.533,2806.176,5.5,17.5,738.6044
9,healthy,131.533,6839.0107,5.0,45.0,1185.6836
11,healthy,131.533,14830.781,,18.0,4605.054
2,healthy,132.64,3524.0571,5.0,50.0,914.32404
4,healthy,132.64,2273.489,15.0,15.0,541.34686
7,healthy,132.64,5992.998,5.0,37.5,877.56555
9,healthy,132.64,10171.996,7.5,50.0,1020.2363
2,healthy,134.679,2312.975,20.0,45.0,700.34875
4,healthy,134.679,3261.5518,12.5,23.5,575.03424
8,healthy,134.679,2993.405,,22.5,708.97363
9,healthy,134.679,10314.449,5.0,19.5,747.7423
2,healthy,135.6265,4516.6694,13.5,20.5,941.5022
4,healthy,135.6265,2939.5283,8.0,27.5,631.7393
7,healthy,135.6265,7289.15,5.0,15.0,1144.4231
9,healthy,135.6265,5062.3,6.5,43.5,1275.0065
4,healthy,136.5225,2395.5024,9.5,34.0,677.29865
7,healthy,136.5225,6441.1504,5.0,16.0,874.8547
8,healthy,136.5225,12290.332,18.5,44.5,1265.8972
9,healthy,136.5225,5386.9595,5.0,27.5,869.29193
11,healthy,136.5225,9414.09,21.5,32.0,1479.5518
2,healthy,138.852,2939.1753,7.0,50.0,537.0735
7,healthy,138.852,5648.034,20.0,36.0,1525.5247
11,healthy,138.852,7657.794,16.5,28.0,1913.1279
7,healthy,139.818,7303.54,12.5,18.0,932.4681
9,healthy,139.818,5960.813,,28.0,1438.0525
