detection_idx,pulse_index,pulse_time_s,hemisphere,detection_channel,ch2_amplitude,ch2_relevant,ch4_amplitude,ch4_relevant,ch7_amplitude,ch7_relevant,ch8_amplitude,ch8_relevant,ch9_amplitude,ch9_relevant,ch11_amplitude,ch11_relevant
155,1085292,542.646,healthy,2,14.722495237635233,True,28.623615543507157,True,165.8417502668683,True,44.82439940617327,False,26.32863513576484,False,27.720489748385205,False
156,1090726,545.363,healthy,2,16.120074959029562,True,22.32344946339606,True,71.22521091240401,True,50.68917963950791,False,26.399016796624903,False,60.9572150674421,False
157,1093592,546.796,healthy,2,5.625272372695479,True,3.566676738369624,True,2.7967158405997283,True,2.349885120500664,False,7.715221381571106,False,7.699393762326786,False
158,1102063,551.0315,healthy,2,4.331879794132575,True,2.853479430512775,True,2.886647940698964,True,3.0248180351849188,False,11.544441881548005,False,11.367530620217085,False
159,1108361,554.1805,healthy,2,3.2035380600522525,True,2.749349560194082,True,3.6669090400232474,True,5.263499911362887,False,8.386979314025911,False,6.336874244431352,False
160,1113288,556.644,healthy,2,8.885587176659026,True,21.51856010246733,True,28.266077143654204,True,12.775429105157873,False,41.20732390148511,False,6.3711451991777235,False
161,1118151,559.0755,healthy,2,3.921731228138851,True,3.392704796215204,True,2.729920846303459,True,2.7810243646010955,False,4.410296654251877,False,9.179782633551396,False
162,1164761,582.3805,healthy,2,5.898399714040518,True,9.730214919832612,True,6.726758030534072,True,8.08992983088113,False,13.994017178449216,False,11.776325267694709,False
163,1213331,606.6655,healthy,2,3.948013974328273,True,2.936013894775204,True,3.2933874842556765,True,9.493944120340672,False,4.125230839500877,False,20.289308283894847,False
164,1227981,613.9905,healthy,2,11.698166955721476,True,71.37337737531348,True,116.17248303849756,True,16.525518198500052,False,80.10438545185937,False,29.43292414761189,False
165,1242370,621.185,healthy,2,3.9196505861673474,True,7.212490679113585,True,316.1511711080675,True,2.228325303991416,False,7.46758861274126,False,5.1284576622290405,False
166,1258183,629.0915,healthy,2,8.867692501010902,True,3.1423289953227522,True,5.166556999228219,True,2.3819139274863357,False,4.235480079136609,False,8.15290192258185,False
167,1261585,630.7925,healthy,2,2.5636812882426243,True,2.345961547461944,True,2.75254817142263,True,2.7376935450301625,False,2.590734687686104,False,15.864058855541806,False
