timestamp_s,TMS Pulse,Date,Time,M1 Location,,,
1675.2,377,11/5/2024,12:27:01.1 PM,Rp3,,,
1677,378,11/5/2024,12:27:02.9 PM,Rp3,,,
1682.1,379,11/5/2024,12:27:08.0 PM,Rp3,,,
1689.1,380,11/5/2024,12:27:15.0 PM,Rp3,,,
1693.6,381,11/5/2024,12:27:19.5 PM,Rp3,,,
1695.9,382,11/5/2024,12:27:21.8 PM,Rp3,,,
1698,383,11/5/2024,12:27:23.9 PM,Rp3,,,
1699.9,384,11/5/2024,12:27:25.8 PM,Rp3,,,
1701.9,385,11/5/2024,12:27:27.8 PM,Rp3,,,
1704.1,386,11/5/2024,12:27:30.0 PM,Rp3,,,
1708.6,387,11/5/2024,12:27:34.5 PM,Rp3,,,
1710.9,388,11/5/2024,12:27:36.8 PM,Rp3,,,
1713.4,389,11/5/2024,12:27:39.3 PM,Rp3,,,
1733.1,390,11/5/2024,12:27:59.0 PM,Rp3,,,
1734.9,391,11/5/2024,12:28:00.8 PM,Rp3,,,
1737.1,392,11/5/2024,12:28:03.0 PM,Rp3,,,
1739.1,393,11/5/2024,12:28:05.0 PM,Rp3,,,
1742.2,394,11/5/2024,12:28:08.1 PM,Rp3,,,
1744.1,395,11/5/2024,12:28:10.0 PM,Rp3,,,
1750.4,396,11/5/2024,12:28:16.3 PM,Rp3,,,
1753.8,397,11/5/2024,12:28:19.7 PM,Rp3,,,
1755.5,398,11/5/2024,12:28:21.4 PM,Rp3,,,
1757.9,399,11/5/2024,12:28:23.8 PM,Rp3,,,
1759.6,400,11/5/2024,12:28:25.5 PM,Rp3,,,
1761.2,401,11/5/2024,12:28:27.1 PM,Rp3,,,
1763.6,402,11/5/2024,12:28:29.5 PM,Rp3,,,
1768.3,403,11/5/2024,12:28:34.2 PM,Rp3,,,
1770.9,404,11/5/2024,12:28:36.8 PM,Rp3,,,
1773.4,405,11/5/2024,12:28:39.3 PM,Rp3,,,
1804.9,406,11/5/2024,12:29:10.8 PM,Rp3,,,
1806.7,407,11/5/2024,12:29:12.6 PM,Rp3,,,
1809.3,408,11/5/2024,12:29:15.2 PM,Rp3,,,
1811.1,409,11/5/2024,12:29:17.0 PM,Rp3,,,
1813.7,410,11/5/2024,12:29:19.6 PM,Rp3,,,
1815.8,411,11/5/2024,12:29:21.7 PM,Rp3,,,
1817.8,412,11/5/2024,12:29:23.7 PM,Rp3,,,
1819.9,413,11/5/2024,12:29:25.8 PM,Rp3,,,
1821.9,414,11/5/2024,12:29:27.8 PM,Rp3,,,
1826.4,415,11/5/2024,12:29:32.3 PM,Rp3,,,
1829.1,416,11/5/2024,12:29:35.0 PM,Rp3,,,
1831.5,417,11/5/2024,12:29:37.4 PM,Rp3,,,
1833.8,418,11/5/2024,12:29:39.7 PM,Rp3,,,
1838.5,419,11/5/2024,12:29:44.4 PM,Rp3,,,
