channel,hemisphere,stimulus_time,amplitude,latency,peak_time,baseline_std
9,healthy,0.1715,10.107906,22.0,23.0,1.8605577
12,healthy,0.1715,6.88171,33.0,33.0,1.8546659
13,healthy,0.1715,0.91163504,,21.5,0.25353754
4,healthy,3.663,7.4757867,5.0,15.0,2.4745688
13,healthy,3.663,1.1848954,45.5,46.0,0.20396188
14,healthy,3.663,1.3626158,24.0,24.5,0.24300832
2,healthy,9.6245,6.447637,8.0,18.5,1.302864
4,healthy,9.6245,10.122938,5.0,16.5,2.4967816
12,healthy,9.6245,26.89794,,32.5,6.3953376
14,healthy,9.6245,0.9153382,,25.0,0.2902785
2,healthy,12.212,10.337715,5.0,35.5,2.7207692
4,healthy,12.212,13.011631,5.0,31.0,3.2210493
9,healthy,12.212,5.8779163,9.0,48.0,1.1598856
12,healthy,12.212,13.568539,8.5,18.0,2.2457533
13,healthy,12.212,1.2641907,11.5,35.5,0.21408182
14,healthy,12.212,1.1463437,38.0,38.5,0.2246605
2,healthy,14.5205,10.599924,5.0,15.0,2.9730992
4,healthy,14.5205,14.241693,5.0,17.0,2.985551
12,healthy,14.5205,5.3948965,5.0,37.5,1.1446651
13,healthy,14.5205,1.2628322,37.5,38.0,0.2240575
14,healthy,14.5205,1.3389137,38.0,38.0,0.25376695
2,healthy,15.799,11.792817,15.0,37.5,3.5133338
4,healthy,15.799,17.872097,5.0,28.5,2.3928056
13,healthy,15.799,1.1365557,,20.0,0.2872259
14,healthy,15.799,1.2787683,37.5,37.5,0.28074992
9,healthy,16.6785,7.9558077,6.0,48.5,0.8837326
12,healthy,16.6785,16.836636,,38.0,5.5211906
13,healthy,16.6785,0.92735904,,25.0,0.24866413
14,healthy,16.6785,0.95358634,,39.5,0.24899264
4,healthy,18.6095,22.26788,8.0,47.0,2.3387635
9,healthy,18.6095,6.548212,5.0,16.0,1.4549567
13,healthy,18.6095,1.0059209,18.5,18.5,0.23777778
14,healthy,18.6095,0.9343743,,38.0,0.30365628
4,healthy,20.296,15.929741,5.0,25.5,2.6790574
9,healthy,20.296,10.578671,5.0,40.0,0.9376691
12,healthy,20.296,9.635159,,31.0,2.8864138
13,healthy,20.296,1.117919,5.5,37.0,0.196116
14,healthy,20.296,0.82837605,10.5,33.0,0.18596058
2,healthy,22.326,6.1388936,20.5,27.0,1.3717942
4,healthy,22.326,16.32611,5.0,15.0,5.2625475
13,healthy,22.326,1.1528286,42.0,42.0,0.25429025
14,healthy,22.326,0.8462261,5.0,36.0,0.19736321
4,healthy,23.1285,13.805498,16.5,17.5,3.3329883
9,healthy,23.1285,10.301934,33.0,48.5,1.6891286
12,healthy,23.1285,10.319702,31.0,44.5,1.8447889
13,healthy,23.1285,0.9860295,,32.0,0.27623785
14,healthy,23.1285,1.1473718,41.5,41.5,0.26284462
2,healthy,24.5385,14.735403,34.0,50.0,4.472417
13,healthy,24.5385,1.2677593,34.5,36.5,0.2003261
14,healthy,24.5385,1.1356382,,32.5,0.2604315
4,healthy,26.716,24.701422,8.0,43.0,2.1593947
13,healthy,26.716,0.9884831,,24.5,0.26755607
14,healthy,26.716,1.2536659,32.5,32.5,0.2604845
4,healthy,27.5385,17.198223,5.0,15.0,2.2351649
12,healthy,27.5385,8.527674,38.5,47.0,1.7944335
14,healthy,27.5385,0.85306835,30.0,30.5,0.16866292
2,healthy,32.5305,18.024147,35.0,41.0,2.4776304
4,healthy,32.5305,7.808305,5.0,15.0,1.8175032
14,healthy,32.5305,1.3433247,41.0,41.5,0.2500338
2,healthy,33.5845,12.01963,5.0,30.0,1.9127198
4,healthy,33.5845,8.550361,5.0,32.5,1.8196794
9,healthy,33.5845,11.2505665,28.5,37.5,1.3625009
13,healthy,33.5845,0.75437135,34.5,34.5,0.19357121
14,healthy,33.5845,1.205054,,49.5,0.25909132
4,healthy,34.601,13.684159,5.0,17.5,3.110333
9,healthy,34.601,6.6331806,,32.0,1.5250587
12,healthy,34.601,9.359226,17.5,31.0,1.019506
13,healthy,34.601,1.0655934,,46.0,0.22887695
14,healthy,34.601,1.0631087,16.5,17.0,0.2075951
4,healthy,36.1045,15.97349,12.0,18.5,2.3588328
12,healthy,36.1045,14.976804,5.0,39.0,2.124472
13,healthy,36.1045,1.1336629,24.0,24.5,0.2523334
14,healthy,36.1045,0.92710096,,46.0,0.25091982
2,healthy,36.918,7.968192,5.0,24.0,2.035985
4,healthy,36.918,32.980442,5.0,15.0,5.372361
9,healthy,36.918,9.144356,32.5,34.5,1.3941109
12,healthy,36.918,6.654481,10.5,22.0,1.9744418
14,healthy,36.918,0.9720995,45.5,45.5,0.23039302
4,healthy,37.7675,18.398304,5.0,36.5,2.9680111
9,healthy,37.7675,8.262504,19.5,41.5,1.1726942
13,healthy,37.7675,1.123213,,41.5,0.2851731
14,healthy,37.7675,1.0274339,45.5,45.5,0.23497553
2,healthy,39.2515,13.136081,7.0,46.0,2.08769
4,healthy,39.2515,16.844059,5.0,17.5,1.9452424
12,healthy,39.2515,7.99881,20.5,28.5,1.0133015
14,healthy,39.2515,0.9626721,,50.0,0.25270614
2,healthy,40.127,6.845389,5.0,35.0,1.8520178
9,healthy,40.127,6.371939,35.0,40.0,0.8175801
13,healthy,40.127,1.252044,43.5,44.0,0.1965196
14,healthy,40.127,1.2274857,15.0,23.5,0.22270557
4,healthy,42.1425,18.268808,5.0,23.5,2.2677846
12,healthy,42.1425,9.644409,37.5,38.5,2.3133364
13,healthy,42.1425,1.0909506,45.0,45.5,0.22737323
14,healthy,42.1425,1.0885279,8.0,43.5,0.29049215
2,healthy,43.3145,10.311147,26.5,31.0,2.0617197
4,healthy,43.3145,11.472796,48.0,48.5,3.7922254
9,healthy,43.3145,9.00436,5.0,15.0,2.0441074
12,healthy,43.3145,9.056289,39.0,47.0,2.429129
13,healthy,43.3145,1.1309503,42.5,42.5,0.2250246
14,healthy,43.3145,0.88993984,,33.5,0.2617902
2,healthy,44.34,9.042921,5.0,21.5,1.4833665
12,healthy,44.34,6.481287,5.0,19.5,1.2958218
13,healthy,44.34,1.1885996,15.0,36.5,0.19910714
4,healthy,47.951,14.134756,6.0,15.0,3.757852
13,healthy,47.951,1.4058907,28.5,29.0,0.22921927
14,healthy,47.951,1.0228343,,48.5,0.30586112
2,healthy,51.589,8.909259,40.5,46.0,2.2060888
4,healthy,51.589,12.707055,5.0,20.5,1.8933194
13,healthy,51.589,0.93714345,,21.0,0.23510951
14,healthy,51.589,1.2383777,48.0,48.5,0.23343517
2,healthy,53.7855,15.953219,21.0,22.0,2.610908
12,healthy,53.7855,6.4210305,,24.5,2.0010068
13,healthy,53.7855,0.8749753,,42.0,0.2856931
14,healthy,53.7855,1.0180144,,32.5,0.29316366
4,healthy,56.645,12.67903,17.5,19.0,2.3409314
9,healthy,56.645,5.5447755,12.5,50.0,1.282564
12,healthy,56.645,5.5305185,,23.5,1.5924286
13,healthy,56.645,1.3034546,17.0,17.5,0.23736408
14,healthy,56.645,1.1237109,42.0,42.0,0.2677185
2,healthy,57.8355,11.743057,26.5,27.5,2.0448112
4,healthy,57.8355,20.561192,27.0,30.5,2.4930563
9,healthy,57.8355,5.3494835,5.0,30.0,1.0538867
12,healthy,57.8355,7.7750745,5.0,19.0,1.9737581
13,healthy,57.8355,1.1444108,47.5,48.0,0.21833937
14,healthy,57.8355,1.0779465,46.0,46.5,0.24119423
2,healthy,62.5815,15.534052,5.0,23.5,2.48584
4,healthy,62.5815,22.678253,6.5,18.5,3.4179223
9,healthy,62.5815,10.102526,45.0,50.0,1.6930765
12,healthy,62.5815,6.5667276,5.0,43.0,1.6209844
13,healthy,62.5815,1.0573871,20.0,20.5,0.13383116
14,healthy,62.5815,0.87785304,,32.5,0.23417243
2,healthy,63.509,11.730075,5.0,21.5,3.2025468
4,healthy,63.509,19.2896,5.0,36.0,1.875765
9,healthy,63.509,4.3376446,10.5,31.5,1.2961843
12,healthy,63.509,11.992262,5.0,28.0,1.5776144
13,healthy,63.509,0.94853115,,23.0,0.2264862
14,healthy,63.509,0.97331303,,32.0,0.26222137
4,healthy,64.4265,12.273214,47.0,49.5,2.8382096
9,healthy,64.4265,8.72686,5.0,16.5,1.6736925
12,healthy,64.4265,7.6552267,5.0,46.5,1.1067965
13,healthy,64.4265,1.2780727,10.0,31.5,0.21855798
2,healthy,65.233,10.830255,5.0,44.5,2.7835994
4,healthy,65.233,94.06984,45.5,45.5,19.062233
9,healthy,65.233,6.4958835,35.0,42.5,1.3029414
13,healthy,65.233,0.94821006,,15.5,0.28639233
14,healthy,65.233,1.0006285,,16.0,0.23358586
4,healthy,67.234,16.224133,6.5,17.5,2.063961
12,healthy,67.234,4.4449916,6.5,34.0,1.2976756
13,healthy,67.234,1.1145401,,37.0,0.2301386
14,healthy,67.234,1.2425172,27.5,27.5,0.25262722
2,healthy,70.7635,13.105202,17.0,42.5,1.7341948
9,healthy,70.7635,8.258982,34.5,50.0,1.5062286
13,healthy,70.7635,0.9116384,,19.5,0.23227079
14,healthy,70.7635,1.0664377,7.5,46.5,0.22452925
9,healthy,74.473,8.021343,19.0,26.5,0.8235612
13,healthy,74.473,0.7788258,12.0,40.5,0.23194095
14,healthy,74.473,1.1856093,35.5,36.0,0.24417287
2,healthy,76.8365,10.209773,36.5,50.0,1.6254369
4,healthy,76.8365,12.308621,5.0,16.5,2.6583009
9,healthy,76.8365,5.714295,12.5,17.0,1.2609535
12,healthy,76.8365,8.670941,30.5,39.0,1.0396808
13,healthy,76.8365,1.0281789,12.5,36.0,0.27121812
2,healthy,81.4775,6.9230747,5.0,15.0,1.840703
4,healthy,81.4775,11.216459,20.0,50.0,1.5133187
9,healthy,81.4775,4.8904004,29.0,29.5,0.9826172
14,healthy,81.4775,1.2578633,17.0,17.0,0.2752867
2,healthy,86.075,8.7264805,13.5,18.0,1.6597694
4,healthy,86.075,17.651861,5.0,15.0,4.862616
9,healthy,86.075,19.707897,5.0,50.0,1.7028239
12,healthy,86.075,10.968934,29.5,36.5,3.1241624
13,healthy,86.075,1.210334,31.5,31.5,0.24490155
14,healthy,86.075,1.0447397,46.0,46.0,0.26482674
2,healthy,87.5455,6.5796876,12.5,18.5,1.5959799
4,healthy,87.5455,17.49171,8.5,26.0,4.29198
9,healthy,87.5455,5.079724,24.0,25.0,0.98258126
13,healthy,87.5455,1.282068,37.0,37.5,0.25736108
2,healthy,88.807,6.7435675,33.5,40.5,2.18437
9,healthy,88.807,7.044297,5.0,30.0,1.3791102
14,healthy,88.807,0.92736405,11.0,40.0,0.18073584
2,healthy,91.5525,10.145091,12.0,17.0,2.551105
4,healthy,91.5525,24.060375,12.5,46.5,1.8172781
9,healthy,91.5525,5.8044825,5.0,50.0,1.0119848
13,healthy,91.5525,1.460784,,47.5,0.3135375
14,healthy,91.5525,1.2505722,46.0,46.5,0.2442777
2,healthy,92.4995,12.053648,9.0,26.5,2.1414964
4,healthy,92.4995,21.462883,27.0,50.0,2.0961912
9,healthy,92.4995,9.158484,5.0,17.5,1.7853467
12,healthy,92.4995,9.802073,18.5,19.0,2.2317204
13,healthy,92.4995,0.6959506,9.5,20.5,0.21574542
14,healthy,92.4995,1.0534452,38.0,38.5,0.18690799
13,healthy,96.9975,1.2829412,,15.5,0.30408037
14,healthy,96.9975,0.97731584,,16.5,0.27752104
2,healthy,98.7985,8.415733,15.0,31.0,2.0233915
4,healthy,98.7985,11.179306,5.0,19.5,2.268327
9,healthy,98.7985,13.178893,7.0,15.0,3.0727375
12,healthy,98.7985,6.1442003,21.5,32.5,1.510104
13,healthy,98.7985,1.2876012,,46.0,0.30755672
14,healthy,98.7985,0.8100847,,39.5,0.25828505
2,healthy,99.796,5.649039,5.0,21.5,1.4559532
4,healthy,99.796,22.02855,,50.0,5.670196
12,healthy,99.796,8.591862,7.5,15.0,2.4560866
13,healthy,99.796,1.1628458,38.0,38.5,0.22586234
14,healthy,99.796,1.1169324,,38.0,0.25610784
2,healthy,104.0145,5.3455415,5.0,29.5,1.2906115
4,healthy,104.0145,20.949417,6.0,47.5,3.4401917
9,healthy,104.0145,3.95393,,21.0,0.8596501
12,healthy,104.0145,4.1888504,8.5,24.5,1.3701237
13,healthy,104.0145,1.2032812,16.0,19.0,0.20918016
14,healthy,104.0145,1.0824506,42.5,43.0,0.17611752
2,healthy,105.9515,12.314839,21.0,22.0,2.7746449
4,healthy,105.9515,36.364307,5.0,40.5,3.4774652
9,healthy,105.9515,3.2441852,,21.5,0.88678503
12,healthy,105.9515,7.4672546,11.0,19.5,2.13657
13,healthy,105.9515,1.4066932,25.5,26.0,0.21508807
14,healthy,105.9515,0.7595806,13.5,15.0,0.24448475
4,healthy,106.768,24.759205,,20.5,6.1240287
9,healthy,106.768,5.0171967,46.0,46.0,1.177842
12,healthy,106.768,9.104388,5.5,26.5,1.5787859
13,healthy,106.768,1.0901256,22.0,22.0,0.2694516
2,healthy,108.412,6.449914,5.0,41.0,1.4345703
4,healthy,108.412,34.77094,33.5,45.0,3.726492
13,healthy,108.412,1.2463257,,15.0,0.35348457
14,healthy,108.412,1.1281132,40.5,41.0,0.23964635
2,healthy,109.4015,14.301963,5.0,21.0,2.6805437
4,healthy,109.4015,17.192284,14.5,15.0,3.7574492
9,healthy,109.4015,5.4076295,5.0,34.0,1.0176996
12,healthy,109.4015,7.9403305,,19.5,1.8894832
13,healthy,109.4015,1.1942097,,38.0,0.31391552
14,healthy,109.4015,1.4662198,42.0,42.5,0.26626948
2,healthy,110.662,7.521645,10.0,30.0,1.4772702
4,healthy,110.662,19.858114,5.0,19.5,3.2435622
9,healthy,110.662,8.844261,30.5,42.0,2.119889
13,healthy,110.662,0.908581,8.5,46.0,0.22172876
14,healthy,110.662,0.7968179,,27.5,0.23110823
2,healthy,111.491,11.859172,14.0,15.0,3.4383352
4,healthy,111.491,24.383232,9.5,33.0,6.2513757
9,healthy,111.491,8.108817,15.0,25.5,1.3346266
13,healthy,111.491,1.4155068,36.5,37.5,0.20641753
14,healthy,111.491,1.02178,34.0,34.5,0.1914069
2,healthy,113.2795,14.126026,5.0,18.0,2.0533047
12,healthy,113.2795,8.879485,36.0,43.0,2.5257726
13,healthy,113.2795,1.2907946,31.0,31.5,0.2363628
4,healthy,114.5585,11.077057,14.0,45.5,2.3281436
9,healthy,114.5585,5.3716803,,23.0,1.7288246
12,healthy,114.5585,8.42539,30.5,33.0,1.947059
13,healthy,114.5585,1.4751681,7.5,29.5,0.20106721
14,healthy,114.5585,1.2862811,15.0,41.0,0.24010786
2,healthy,116.071,18.707546,5.0,16.5,3.0722392
4,healthy,116.071,17.23355,10.0,20.0,4.7123094
9,healthy,116.071,6.3469806,11.5,30.0,1.2629853
12,healthy,116.071,11.836953,5.0,22.0,1.3562235
13,healthy,116.071,0.8196831,6.5,47.0,0.21902326
14,healthy,116.071,1.1224315,,46.0,0.2689367
2,healthy,117.173,12.489899,12.5,22.0,2.713479
4,healthy,117.173,27.147846,26.5,27.0,3.3239954
12,healthy,117.173,10.752762,8.0,15.0,2.409845
13,healthy,117.173,0.917601,,24.5,0.2710027
14,healthy,117.173,1.0491683,18.0,24.5,0.19091448
4,healthy,119.037,10.224502,5.0,41.5,2.3106246
12,healthy,119.037,12.464827,6.0,21.0,1.910338
14,healthy,119.037,0.99844295,,35.0,0.29949218
2,healthy,121.363,13.114154,,25.0,4.2435346
4,healthy,121.363,19.273762,6.0,22.5,2.0909643
9,healthy,121.363,4.6249166,18.0,25.5,1.4440676
12,healthy,121.363,6.5820436,34.5,34.5,1.4185688
13,healthy,121.363,1.0420122,,23.5,0.2837678
14,healthy,121.363,1.3276772,30.5,31.0,0.24514306
2,healthy,124.127,14.111075,5.0,16.0,2.4776788
4,healthy,124.127,13.624765,5.0,34.0,1.9185988
12,healthy,124.127,7.122834,,39.0,1.7799029
13,healthy,124.127,1.0089383,,33.0,0.2803152
14,healthy,124.127,1.1478981,31.5,31.5,0.2071202
2,healthy,126.1055,20.588684,6.0,41.5,2.6662688
4,healthy,126.1055,15.682606,5.0,22.5,2.8067734
13,healthy,126.1055,1.132896,,18.0,0.2943343
2,healthy,130.2665,12.252226,11.5,50.0,1.8008405
4,healthy,130.2665,14.104066,5.0,35.5,3.8125262
9,healthy,130.2665,6.864358,27.0,42.0,1.3953227
14,healthy,130.2665,1.1495466,13.0,19.0,0.227627
4,healthy,132.8035,14.639154,5.0,25.5,2.0805786
9,healthy,132.8035,8.414917,5.0,15.0,1.6811074
13,healthy,132.8035,0.9969399,5.5,47.0,0.18850559
14,healthy,132.8035,1.1240594,30.5,31.0,0.21562779
2,healthy,135.5325,13.144302,12.0,15.0,2.4955735
9,healthy,135.5325,5.226309,8.0,35.0,1.6096718
12,healthy,135.5325,12.297434,46.5,47.0,3.0213506
13,healthy,135.5325,1.0112103,,36.5,0.255569
14,healthy,135.5325,0.85101986,,30.5,0.22648785
2,healthy,139.2555,9.966614,5.0,21.5,1.3468295
4,healthy,139.2555,13.976934,5.0,43.5,1.9843069
9,healthy,139.2555,7.807041,13.5,26.5,1.0493958
12,healthy,139.2555,8.6837635,37.0,41.5,1.13184
13,healthy,139.2555,1.2976928,50.0,50.0,0.25383213
14,healthy,139.2555,0.9935723,,23.0,0.2654518
4,healthy,140.164,12.505333,29.0,43.5,3.2627137
9,healthy,140.164,5.8110485,32.5,32.5,1.1167318
13,healthy,140.164,1.0273819,21.5,22.0,0.20456539
14,healthy,140.164,1.1100804,12.0,46.5,0.28257367
4,healthy,140.9865,19.3404,,29.0,5.2563276
12,healthy,140.9865,11.464424,13.0,15.0,1.9290938
13,healthy,140.9865,1.0452657,,30.5,0.28524408
14,healthy,140.9865,0.86047447,,50.0,0.21912788
2,healthy,142.6925,10.461248,5.0,15.0,2.0342712
4,healthy,142.6925,9.726157,20.0,20.5,3.1507883
9,healthy,142.6925,6.5590463,39.0,40.0,1.180665
12,healthy,142.6925,12.416189,5.0,16.0,3.242076
14,healthy,142.6925,0.9117789,11.0,43.0,0.16640694
9,healthy,143.6125,5.699764,27.5,15.5,1.0039045
12,healthy,143.6125,21.939335,14.0,44.5,2.9196632
13,healthy,143.6125,1.1883488,31.0,31.5,0.24955417
14,healthy,143.6125,1.2407482,35.5,35.5,0.2813583
2,healthy,144.471,13.848791,13.0,43.0,2.7731001
4,healthy,144.471,30.413296,5.0,15.0,1.8354361
9,healthy,144.471,4.835903,24.5,47.5,1.415131
13,healthy,144.471,1.6244749,21.5,22.0,0.32628453
14,healthy,144.471,1.3021748,,25.5,0.2949405
4,healthy,145.4665,22.785683,7.5,38.0,2.4826634
12,healthy,145.4665,11.605066,7.5,18.5,2.1390495
13,healthy,145.4665,1.264044,32.5,33.0,0.25723162
14,healthy,145.4665,1.1690068,15.0,15.0,0.25401658
2,healthy,147.267,9.951607,28.5,29.5,2.1453965
4,healthy,147.267,9.314905,9.0,37.0,2.8123507
9,healthy,147.267,6.4730873,17.0,27.5,0.9266587
13,healthy,147.267,1.0775971,,29.0,0.2672658
14,healthy,147.267,0.9040425,,36.5,0.25496516
2,healthy,148.935,5.8552303,,50.0,1.5455898
4,healthy,148.935,13.782793,5.0,47.0,1.7349026
9,healthy,148.935,5.963785,11.0,47.0,1.2837027
12,healthy,148.935,6.4747095,44.0,50.0,1.2706677
13,healthy,148.935,1.0095409,,26.0,0.23209588
14,healthy,148.935,0.91183925,,40.5,0.23869035
4,healthy,153.8975,14.434586,5.0,21.5,1.8978561
9,healthy,153.8975,4.1044946,20.5,20.5,1.1772935
12,healthy,153.8975,6.115066,42.5,43.0,1.666872
13,healthy,153.8975,1.1993743,17.5,17.5,0.3107465
14,healthy,153.8975,0.9518142,,22.0,0.26414573
2,healthy,155.8815,7.145041,5.0,45.5,2.0841477
4,healthy,155.8815,12.433849,5.0,18.5,4.128878
9,healthy,155.8815,6.2384615,,38.0,1.7197574
12,healthy,155.8815,4.1113915,5.0,41.0,1.2681868
13,healthy,155.8815,0.89779645,11.0,24.5,0.25858018
14,healthy,155.8815,1.1316009,17.0,17.0,0.25447613
2,healthy,157.753,15.893355,27.0,33.0,2.6877494
9,healthy,157.753,6.9450245,22.0,23.5,1.3201869
13,healthy,157.753,0.8122774,,49.0,0.24371655
14,healthy,157.753,1.0746624,,45.0,0.25296143
2,healthy,159.404,16.141348,12.0,23.0,1.3967208
9,healthy,159.404,4.376354,9.0,19.5,1.2644005
12,healthy,159.404,10.499016,5.5,15.0,2.067825
13,healthy,159.404,0.8828311,,24.5,0.26887593
14,healthy,159.404,0.9937818,,29.5,0.28054187
2,healthy,161.7015,11.372961,5.0,49.0,1.5935308
4,healthy,161.7015,10.982882,5.0,15.0,3.4001105
9,healthy,161.7015,10.259956,9.0,48.0,1.2298423
12,healthy,161.7015,6.91669,5.5,38.0,1.9756072
13,healthy,161.7015,0.93640196,,39.0,0.28174457
2,healthy,163.466,6.6368766,5.0,35.0,2.0058186
9,healthy,163.466,3.4578836,10.5,37.0,1.0614177
12,healthy,163.466,5.651378,5.0,48.5,1.614074
13,healthy,163.466,1.2845597,,41.0,0.30561614
2,healthy,164.4005,10.063654,27.0,38.5,1.422646
9,healthy,164.4005,4.2327023,40.5,41.0,1.13483
12,healthy,164.4005,9.403429,,32.0,2.6813264
13,healthy,164.4005,1.0574709,,39.5,0.23985744
14,healthy,164.4005,1.3867104,42.0,42.5,0.24186411
2,healthy,167.2495,11.379202,27.0,49.5,2.931722
9,healthy,167.2495,6.718731,47.0,50.0,1.0156538
12,healthy,167.2495,8.100159,22.0,26.5,2.2286434
13,healthy,167.2495,0.9893525,,26.5,0.2578373
14,healthy,167.2495,1.0448791,,41.5,0.22982053
4,healthy,168.1655,40.65116,19.5,38.5,3.9299688
9,healthy,168.1655,7.871418,39.0,49.0,1.1116533
12,healthy,168.1655,6.634247,5.0,24.0,1.5670576
13,healthy,168.1655,0.83111626,,31.5,0.23114689
14,healthy,168.1655,1.2780033,40.0,40.5,0.24486405
2,healthy,169.012,12.153758,26.5,31.0,3.4948409
4,healthy,169.012,25.647755,33.0,33.5,3.7959902
12,healthy,169.012,6.811693,,27.5,1.8828257
14,healthy,169.012,1.1860693,49.5,50.0,0.18978475
2,healthy,172.814,15.537739,17.5,49.0,2.2634773
4,healthy,172.814,20.672596,5.0,47.5,1.9739752
12,healthy,172.814,11.598262,37.0,50.0,1.115221
13,healthy,172.814,1.3258697,27.5,28.0,0.23991461
12,healthy,178.96,9.764793,28.5,38.0,1.2634776
13,healthy,178.96,1.0183662,,50.0,0.2482593
14,healthy,178.96,1.1585108,6.0,44.5,0.23282756
4,healthy,183.0175,16.32854,5.0,34.5,1.289289
9,healthy,183.0175,4.276632,,15.5,1.2527655
12,healthy,183.0175,10.748572,,44.0,3.2084093
13,healthy,183.0175,1.5896044,27.0,27.5,0.2823115
14,healthy,183.0175,1.3546519,45.0,45.5,0.24583499
2,healthy,185.0175,12.491957,15.5,30.0,1.565302
4,healthy,185.0175,7.5789547,5.0,38.0,1.3999149
9,healthy,185.0175,6.352585,26.5,27.5,0.9613707
13,healthy,185.0175,1.1255844,,35.5,0.29923144
14,healthy,185.0175,1.277048,20.0,20.5,0.22398545
4,healthy,188.7435,12.659783,5.0,15.0,3.0507698
9,healthy,188.7435,9.740867,22.0,49.5,1.0525794
14,healthy,188.7435,1.0896044,,37.5,0.2614214
2,healthy,189.683,12.021158,11.5,25.0,1.9706845
4,healthy,189.683,17.238508,5.0,23.5,1.7553421
9,healthy,189.683,6.3872943,10.0,32.5,1.4819562
12,healthy,189.683,4.9076014,5.0,47.5,1.1170735
13,healthy,189.683,0.892568,,29.0,0.20695728
14,healthy,189.683,0.9225262,,44.0,0.2442966
4,healthy,190.9645,19.648893,5.0,20.5,4.7570286
9,healthy,190.9645,6.05044,37.0,37.5,1.3765038
12,healthy,190.9645,7.765032,6.0,43.0,1.8157723
13,healthy,190.9645,1.167796,40.5,40.5,0.25432038
14,healthy,190.9645,1.4257336,25.0,25.5,0.218944
2,healthy,194.371,13.361692,6.5,19.0,2.918272
4,healthy,194.371,16.69335,5.0,15.5,1.6640983
9,healthy,194.371,7.1235056,35.5,36.5,1.1047529
12,healthy,194.371,8.59334,37.0,38.0,1.4447391
13,healthy,194.371,1.1682435,31.0,31.0,0.26570168
14,healthy,194.371,1.089309,42.0,42.5,0.21562849
4,healthy,199.413,15.52774,8.0,29.5,2.718149
9,healthy,199.413,6.2826777,,43.0,1.704913
12,healthy,199.413,8.007443,8.0,45.5,1.4095623
13,healthy,199.413,0.8938882,10.5,25.5,0.16234596
2,healthy,200.215,23.121353,5.0,20.0,1.2159299
4,healthy,200.215,97.45865,,44.0,20.790009
9,healthy,200.215,6.9427996,21.0,45.0,1.0714879
12,healthy,200.215,13.329544,19.0,27.0,2.1072023
13,healthy,200.215,0.9403584,,18.5,0.24220659
14,healthy,200.215,1.1392481,,24.0,0.2596241
2,healthy,201.032,9.604748,5.0,49.5,3.1845257
4,healthy,201.032,17.30405,5.0,40.0,1.563225
9,healthy,201.032,6.1898737,31.5,32.0,1.3015841
12,healthy,201.032,6.3146253,24.0,49.5,1.7402775
13,healthy,201.032,1.1741406,10.5,21.5,0.23732354
14,healthy,201.032,1.4990141,22.0,22.5,0.24881868
2,healthy,201.9465,12.208379,7.0,18.0,2.6845415
4,healthy,201.9465,14.56266,16.5,17.5,3.1939142
12,healthy,201.9465,15.430786,45.5,47.5,2.9837093
13,healthy,201.9465,1.0559144,,37.5,0.34929678
2,healthy,203.4175,12.204201,20.5,29.5,3.646184
4,healthy,203.4175,15.964062,9.5,24.0,2.8156054
12,healthy,203.4175,7.4959035,14.5,39.0,1.8306693
13,healthy,203.4175,0.79582304,,15.0,0.2157225
2,healthy,204.895,14.069332,5.0,40.5,2.1662786
4,healthy,204.895,19.529764,8.0,20.5,3.2860081
9,healthy,204.895,5.110171,,19.5,1.6602935
12,healthy,204.895,13.244466,29.5,41.0,2.7894921
14,healthy,204.895,1.0530845,,19.5,0.26016298
2,healthy,205.7285,24.129341,5.0,34.0,2.332028
4,healthy,205.7285,32.79302,22.5,36.0,5.5806103
13,healthy,205.7285,1.1064742,,41.5,0.2417195
14,healthy,205.7285,1.2806723,20.5,33.0,0.19717035
2,healthy,207.1215,16.618542,36.5,37.0,4.6580496
4,healthy,207.1215,8.650757,5.0,38.0,2.8107746
9,healthy,207.1215,7.3804193,36.5,50.0,1.198027
12,healthy,207.1215,11.603604,6.5,22.0,1.8628578
13,healthy,207.1215,1.1811998,48.0,48.0,0.24773881
14,healthy,207.1215,1.2251024,,49.0,0.3238698
4,healthy,207.9515,50.138695,17.0,45.0,4.803533
9,healthy,207.9515,5.4913073,5.0,18.5,1.2591882
12,healthy,207.9515,7.7177763,11.5,31.0,1.365555
13,healthy,207.9515,0.95782775,11.5,15.0,0.25527924
14,healthy,207.9515,1.0038201,,26.0,0.25352165
2,healthy,210.924,11.084106,14.0,15.0,3.1127005
4,healthy,210.924,15.269132,5.0,24.0,2.8230927
9,healthy,210.924,4.6950564,6.0,19.0,1.2530209
12,healthy,210.924,7.1810617,5.0,28.0,1.4822752
14,healthy,210.924,0.79928815,5.0,24.5,0.2587504
2,healthy,212.883,8.956742,32.0,50.0,2.4564579
9,healthy,212.883,9.5248785,7.5,30.5,1.2105944
12,healthy,212.883,8.140746,5.0,18.5,1.9691246
13,healthy,212.883,1.3672442,16.0,32.5,0.16348411
14,healthy,212.883,1.4372948,16.5,17.5,0.24446231
2,healthy,217.7355,6.5554066,5.0,35.0,1.9497211
4,healthy,217.7355,33.921577,5.0,15.0,3.58079
13,healthy,217.7355,1.0844674,,45.5,0.3400406
14,healthy,217.7355,1.2884351,45.5,46.0,0.24814175
2,healthy,222.2935,12.355791,5.0,17.0,2.26322
4,healthy,222.2935,15.369298,5.0,34.5,3.0019453
9,healthy,222.2935,4.459093,11.5,17.5,1.4216634
