detection_idx,pulse_index,pulse_time_s,hemisphere,detection_channel,ch1_amplitude,ch1_relevant,ch2_amplitude,ch2_relevant,ch3_amplitude,ch3_relevant,ch4_amplitude,ch4_relevant,ch5_amplitude,ch5_relevant,ch6_amplitude,ch6_relevant,ch7_amplitude,ch7_relevant
73,889647,444.8235,healthy,1,29.49454913126801,True,27.33013157297442,True,28.054901101448216,True,43.69767080781567,False,16643.488056546863,False,1.0188320243527076,False,7.768037639716349,False
74,894156,447.078,healthy,1,71.96667428713045,True,54.98453980284066,True,65.2460609133779,True,62.77577767110304,False,8625.4262754791,False,0.9556049911682488,False,22.885351570470554,False
75,902801,451.4005,healthy,1,31.501484746876756,True,17.54914717894177,True,1.890950072475444,True,71.96998416357437,False,9666.970205496862,False,0.9941923932798057,False,3.6412691031212416,False
76,911053,455.5265,healthy,1,72.26536206113097,True,46.25971884064496,True,47.03561512439878,True,68.10270283258728,False,3181.7545740508476,False,0.8726988801454906,False,7.230837424269135,False
77,916062,458.031,healthy,1,30.57727430013532,True,51.21473986602441,True,27.544895805473047,True,114.5957539026684,False,0.02650045283201687,False,1.0112664951433767,False,3.9527092265959487,False
78,920743,460.3715,healthy,1,7.973613580350085,True,27.628537659790872,True,1.9508985202059201,True,55.06811605081923,False,3.548270310898321e-05,False,1.224418588619903,False,6.014965549628657,False
79,923763,461.8815,healthy,1,7.058815029501297,True,10.126916293986106,True,6.971823589065941,True,101.23086447947273,False,62580.00760452659,False,1.0692915464206616,False,3.9737083348709175,False
80,927253,463.6265,healthy,1,3.7569745969613315,True,25.218943315331572,True,1.8823041304504549,True,67.0666018533421,False,0.011862963640265359,False,1.1478726102566585,False,3.8310083554740744,False
81,935785,467.8925,healthy,1,3.248987474215946,True,10.576219957245044,True,1.7534371806333848,True,63.81208024712233,False,83293.38140030566,False,0.7000572667570004,False,3.173516318880775,False
82,939365,469.6825,healthy,1,6.458516674381002,True,130.63425776297328,True,2.9863761658442334,True,66.6491460466534,False,18365.811669820912,False,1.1277231614071217,False,27.08421776135529,False
83,949284,474.642,healthy,1,5.6711732642560255,True,8.144511394469905,True,1.931560294806029,True,55.594606035140444,False,0.013418599353433511,False,1.1440642742173743,False,2.8612684807499997,False
84,983964,491.982,healthy,1,2.915122167887066,True,12.917092289377727,True,2.090472163346423,True,102.9789164530778,False,115.00543641494633,False,0.8629817522566456,False,4.132591640321726,False
85,1006995,503.4975,stroke,5,3.583459416832575,False,21.923026294015145,False,2.554737560677003,False,73.60888450692266,True,1.1413158654509385,True,0.8566918910149848,True,2.9117883313826662,False
86,1017069,508.5345,stroke,5,23.044311042841077,False,61.127374159622676,False,28.30449748594804,False,99.7243149725113,True,1.0370506132734787,True,1.5019971126189633,True,2.872876187982049,False
87,1047775,523.8875,stroke,5,7.867617462546653,False,11.544433435197217,False,1.6779134493493608,False,52.96241052276617,True,1.2695219518984806,True,1.0528394275079247,True,4.298727795024659,False
88,1052192,526.096,stroke,5,4.749803063987359,False,15.534692270170119,False,1.996966827261018,False,96.73735902472608,True,18.92248402429804,True,1.1459350520393237,True,2.9513493087373175,False
89,1058490,529.245,stroke,5,6.395826839999051,False,16.58973756392622,False,1.7645538516940764,False,102.74808797810171,True,20.928554212664515,True,0.6953295848406049,True,3.3348088876499498,False
90,1063235,531.6175,stroke,5,5.152494021341592,False,7.141633115576765,False,1.8847844191977734,False,90.9249605773976,True,208.77710202779423,True,1.1396623175493579,True,2.662706390603325,False
91,1268822,634.411,stroke,5,2.059824756657056,False,15.33194622238816,False,2.4179827143360106,False,108.58440833609832,True,0.9329163048565842,True,1.0673581133361347,True,2.6711047386014304,False
92,1273880,636.94,stroke,5,3.216909859361483,False,13.157463784947936,False,2.127669221532102,False,114.02447159484727,True,1.0499510275486506,True,1.4647632578989194,True,2.8666010185929442,False
93,1308733,654.3665,stroke,5,1.4235637460069266,False,26.9981683940477,False,2.303470062459212,False,110.00516650677453,True,1.1031734052723663,True,0.975135169148508,True,5.86590980318849,False
94,1322067,661.0335,stroke,5,9.430698859056394,False,10.17008019105446,False,4.760930809887009,False,140.11652889229617,True,640.5608427761746,True,0.7340705382262713,True,3.4407026976898507,False
95,1333706,666.853,stroke,5,1.5954445337627072,False,11.767016110282064,False,2.668189832410518,False,156.0305583582708,True,888.4231521108377,True,0.824279165798844,True,3.64627315798905,False
96,1337996,668.998,stroke,5,1.6373101769847718,False,6.7506642261319385,False,1.4970494599025121,False,206.17137606185386,True,2.330187193100771,True,0.9876390455995621,True,7.7799012460545764,False
97,1371509,685.7545,stroke,5,6.1313807712223,False,20.97190205364368,False,5.796008558327461,False,205.52467603496058,True,2.1908635765807905,True,1.228881046086935,True,6.163530748959342,False
98,1377196,688.598,stroke,5,9.305164416127987,False,19.886599514419853,False,3.720072602276063,False,163.64573796490686,True,3.131480410847872,True,0.9941186934546065,True,6.3139674801544,False
99,1382496,691.248,stroke,5,6.3155547767760805,False,16.584450781676843,False,1.2788323901633099,False,115.65926061123294,True,2.146273647410335,True,0.890917801103299,True,8.632353363213348,False
100,1386129,693.0645,stroke,5,3.9173614117715854,False,9.460714026965443,False,2.146371887010766,False,181.48745590636594,True,22.204627856235803,True,0.8798973408103761,True,9.070143343118644,False
101,1391034,695.517,stroke,5,5.464052123708822,False,16.53974776640821,False,3.4264321141129463,False,158.07112440724967,True,3.805361202413322,True,0.9969871026768864,True,9.084377713805836,False
102,1395209,697.6045,stroke,5,7.244004923142905,False,20.907842321035062,False,3.088109579159726,False,254.25466729464605,True,2753.189618808747,True,1.092662221945584,True,4.464213276138711,False
103,1399978,699.989,stroke,5,3.5051575555458307,False,17.27902265608412,False,3.8530537826576325,False,190.94714345390898,True,65.94437250996734,True,0.9719424242521141,True,4.3614306043986755,False
104,1408900,704.45,stroke,5,7.272000242448094,False,11.869240679943582,False,2.8217343213924577,False,167.7115727218087,True,57.912944411102515,True,1.2189626784757592,True,4.937137669508947,False
105,1412865,706.4325,stroke,5,8.535330659239932,False,8.346507819522905,False,4.348991610997032,False,129.8284304561313,True,79.82057482155574,True,1.3471305671856955,True,9.995337255200596,False
106,1416916,708.458,stroke,5,1.870174155958062,False,16.810445985451192,False,1.6836218442209112,False,146.93489474291354,True,78.73927378689986,True,1.0711682513000003,True,5.976400105235511,False
107,1426342,713.171,stroke,5,9.97432700362787,False,18.835175139431485,False,1.5056806971341743,False,149.3051173000138,True,1.4974899586217756,True,0.8691611701608708,True,9.98617641603437,False
108,1428778,714.389,stroke,5,8.341521749193571,False,16.87046044493169,False,4.934957549718986,False,185.81494784241764,True,93.78287128588929,True,1.1767652573396312,True,9.153034193852603,False
109,1436069,718.0345,stroke,5,1.2295842708553033,False,22.601534785605644,False,2.7739054308663214,False,135.47961196116324,True,1.8804390044792945,True,1.4312306399010035,True,8.962681956562898,False
110,1439844,719.922,stroke,5,1.2081774227052968,False,30.390548678233372,False,3.791037377817654,False,179.55370338980322,True,25.710878068891592,True,1.2421257426592485,True,5.940676944300886,False
111,1442439,721.2195,stroke,5,134.51604544424006,False,18.41772943009815,False,3.128123473513675,False,174.90643773809023,True,2.1304675867606644,True,1.006860511867163,True,6.564285197274891,False
112,1449402,724.701,stroke,5,4.93219559325701,False,24.003553475669342,False,48.035935337087295,False,160.59126774441305,True,698.4622840265779,True,0.8474838571853764,True,21.32976333130614,False
113,1453631,726.8155,stroke,5,11.516064273892084,False,21.375917382905552,False,5.7147617568402165,False,91.26987064277732,True,1.7636506345968512,True,1.2792066876586181,True,12.153204665796455,False
114,1459557,729.7785,stroke,5,4.337065262633693,False,11.14064148741559,False,5.753181188793077,False,136.26720106824425,True,73.46552102350729,True,0.9511046548081519,True,6.050722230628584,False
115,1464491,732.2455,stroke,5,4.849767079784657,False,18.210408601562804,False,3.2297707512957095,False,141.6815039519297,True,34.148765261277994,True,0.8926514708671137,True,8.042928998835011,False
116,1469987,734.9935,stroke,5,13.310464811920781,False,10.858504659018182,False,3.373054564610496,False,173.50577929985042,True,1.5278233173285498,True,1.4239933367541437,True,14.49306887609416,False
117,1475788,737.894,stroke,5,12.287297911707856,False,20.122805270822283,False,1.5146910130747808,False,208.81861304062613,True,69.25395531128795,True,0.9024072127472608,True,5.624475010327366,False
118,1480882,740.441,stroke,5,4.063493489378079,False,11.142289756589546,False,2.935908715148496,False,212.01181837234753,True,144.4299144290286,True,1.307057658112549,True,6.981109051981571,False
119,1485998,742.999,stroke,5,1.4514451331503577,False,29.599070893133078,False,1.5223841705827785,False,271.78878402470036,True,164.79927713174845,True,0.9951946882642952,True,7.204943464630961,False
120,1491695,745.8475,stroke,5,3.8976462970823844,False,7.808240797256131,False,1.1923507795980304,False,277.80188954524465,True,84.45892276260636,True,1.1386825074152986,True,6.3087043198125805,False
121,1497535,748.7675,stroke,5,1.5643887783135342,False,14.915293088831413,False,1.6088213123308372,False,292.3335499033589,True,1.3146956585454217,True,0.7695560713607761,True,7.118875530297655,False
122,1502657,751.3285,stroke,5,1.344202108063473,False,22.091247432483392,False,1.7442769183931701,False,226.9798224611611,True,31.427325878604876,True,0.7580192751329886,True,3.897942116243264,False
123,1508955,754.4775,stroke,5,2.142703314462919,False,29.62924737881955,False,1.8533649880718412,False,195.01318661467315,True,2103.637539143535,True,1.060322769409484,True,11.54383231079905,False
124,1530001,765.0005,stroke,5,14.918454681150894,False,21.463674941556143,False,3.5324913448503086,False,203.64464574855626,True,1.37080268767985,True,0.9178361974559935,True,7.401323125489759,False
125,1532405,766.2025,stroke,5,26.897224346855808,False,17.809904142439283,False,3.9740663099551634,False,440.8146402670278,True,92.52410790532065,True,0.7700235971406924,True,24.29874518343515,False
126,1538115,769.0575,stroke,5,14.864193065951888,False,17.97183793108568,False,3.683558956300628,False,130.89415122554402,True,30.684197261840094,True,0.9891177862906695,True,8.496535896443346,False
127,1560071,780.0355,stroke,5,14.695446245474239,False,23.940579305952326,False,1.7762725846190786,False,143.8959108916469,True,1.0608758977916661,True,0.8087858484931861,True,16.418470290526187,False
128,1567963,783.9815,stroke,5,11.458132944700601,False,22.70425884850308,False,2.2892824046794527,False,122.23768859920924,True,123.27208426711337,True,1.0316067284090613,True,7.284864261846928,False
129,1572998,786.499,stroke,5,10.249253227894766,False,23.62964229651372,False,2.763517131925088,False,128.26131728841008,True,48.29444065728603,True,0.6868549289162744,True,6.073644502167342,False
130,1578211,789.1055,stroke,5,9.888754909592059,False,14.918338759420317,False,2.756343793814205,False,254.351913240719,True,116.2004030558688,True,0.9572995407825198,True,10.590089892470305,False
131,1605290,802.645,stroke,5,5.095697869991801,False,56.15995544995614,False,11.440671205443625,False,221.71425489044702,True,0.8941513379186022,True,0.9594090290342364,True,5.5421155473686206,False
132,1610737,805.3685,stroke,5,0.9427480501630827,False,25.541512355620533,False,2.5580323075268248,False,173.62557460660832,True,1.957390995068807,True,0.8182411593894687,True,14.774203444968514,False
133,1613070,806.535,stroke,5,1.5250964409054932,False,25.019170523578257,False,2.6815688511914937,False,249.0927142313535,True,543.60642196996,True,1.0439356860683453,True,16.679586346901505,False
134,1617303,808.6515,stroke,5,1.4798091948850263,False,22.74243640862983,False,173.82769294441619,False,217.45065204925862,True,512.2961792118143,True,0.8224900784906115,True,3.483897873332225,False
135,1621739,810.8695,stroke,5,5.3939515891582115,False,13.531315884515958,False,2.9971181621176646,False,143.92201431382873,True,1.355184615419105,True,1.2529847964210026,True,19.975238865239213,False
136,1625767,812.8835,stroke,5,40.57433624215633,False,55.564897137098896,False,22.20918229556701,False,293.3028529307903,True,30.00984901224693,True,1.0847485202622924,True,25.158505472221748,False
137,1636180,818.09,stroke,5,34.82214539297548,False,72.48939866212068,False,56.46217675611222,False,206.42783870384443,True,1.1940905069560315,True,1.2348636098628836,True,6.735021784902424,False
138,1641312,820.656,stroke,5,55.6164212988817,False,70.98783651062887,False,41.88096723978687,False,485.1385944773923,True,157.67355353110526,True,1.2806645044851495,True,8.611206255614485,False
139,1695858,847.929,stroke,5,5.3410519488677775,False,16.000000997887803,False,3.3613041987389716,False,159.8652897993949,True,0.9819937199258577,True,1.1498355908650255,True,8.752311803402764,False
140,1701620,850.81,stroke,5,3.5780668924951278,False,21.84162992142192,False,1.8974465987335336,False,186.8739930137645,True,27.343763677875224,True,1.391693352159245,True,44.168668949571035,False
141,1713108,856.554,stroke,5,4.443658868057712,False,11.609915861968304,False,2.0741332128675407,False,263.09787728127037,True,1.2193046346019425,True,1.165923211577315,True,13.40291061051339,False
142,1727027,863.5135,stroke,5,6.619433326837456,False,10.142036875869035,False,1.901267700933464,False,417.17355811088555,True,58.66124210633477,True,0.7508713789321962,True,7.524445426329363,False
143,1737329,868.6645,stroke,5,2.7578330640131616,False,24.21240291398272,False,2.046763546585737,False,477.9660251343579,True,1.7980534436925124,True,0.937110806142607,True,4.839677073841868,False
144,1747054,873.527,stroke,5,9.668995765132948,False,8.125105923004039,False,2.45355592554865,False,289.7266021066199,True,1736.4785556124866,True,1.2509292794107938,True,16.97889118036297,False
145,1753023,876.5115,stroke,5,7.969085996495311,False,10.211742029537906,False,2.4468721908291773,False,216.84094872896898,True,202.19746341701983,True,1.216782029192277,True,9.068666767704128,False
146,1757220,878.61,stroke,5,13.680622408850626,False,14.910050061607148,False,5.117633132371323,False,185.6117560510175,True,85.28246054805676,True,0.8970782798919704,True,19.546773458033435,False
147,1795461,897.7305,stroke,5,4.286623692931341,False,27.004615182187266,False,9.559179346715693,False,254.16643216651948,True,1.0719908126274593,True,1.2990815368685484,True,6.8342913945425945,False
148,1818327,909.1635,stroke,5,1.2864297056078708,False,15.978121070796103,False,4.464790893579574,False,172.27890026984875,True,1.1199616020785275,True,0.686734614577301,True,4.268375031205011,False
149,1824419,912.2095,stroke,5,1.420775440357951,False,11.906534528490175,False,2.972304646833587,False,211.1714203611172,True,0.8910208054821014,True,0.9661603305144073,True,5.13499419542935,False
150,1834161,917.0805,stroke,5,2.8482197984292266,False,10.400478474412656,False,1.5491477977121355,False,218.63609040134384,True,0.7960693122522056,True,0.9359180789211702,True,6.811555468539371,False
151,1838315,919.1575,stroke,5,2.00933177394705,False,29.594552829466892,False,1.444866537289815,False,236.20562407918555,True,0.9373733240123874,True,0.9853157130770496,True,3.2538449788575288,False
152,1842630,921.315,stroke,5,1.8143325629436764,False,15.1020214539626,False,1.2557793831230635,False,179.65740563098052,True,0.9569632083723862,True,1.1869152203717723,True,3.8615668471568707,False
153,1856621,928.3105,stroke,5,3.567838835472555,False,14.994905394204142,False,5.625721072099857,False,134.88553993098756,True,1.7683583185110308,True,0.853810637351237,True,6.173591134572691,False
154,1859264,929.632,stroke,5,4.764620476537798,False,18.16105199576685,False,11.057424342092599,False,113.89463975392204,True,614.2877219688016,True,0.9555015096914715,True,6.14360463428597,False
155,1871647,935.8235,stroke,5,3.008431604978148,False,16.674994055256366,False,15.22752264702311,False,334.5828435602011,True,1.5893634309208298,True,0.8067113361863658,True,13.349406687498895,False
156,1875754,937.877,stroke,5,4.912875909037596,False,20.240202207234585,False,1.759927199815031,False,303.55954324918787,True,20.456795368052738,True,1.3459683148285722,True,10.216832962197158,False
