detection_idx,pulse_index,pulse_time_s,phase,detection_channel,ch130_amplitude,ch130_relevant,ch132_amplitude,ch132_relevant,ch135_amplitude,ch135_relevant,ch136_amplitude,ch136_relevant,ch137_amplitude,ch137_relevant,ch139_amplitude,ch139_relevant
132,1541883,770.9415,stroke,136,4.01809944870605e-05,False,109.51035677957067,False,113.07771799384926,False,60.34108561949049,True,109.29928186151975,True,10.754161493690106,True
133,1551450,775.725,stroke,136,4.01809944870605e-05,False,50.69917819441209,False,57.03401101317933,False,49.97389597316996,True,54.798425780697045,True,43.9891728351328,True
134,1598593,799.2965,stroke,136,3.936237945325963e-05,False,67.75083465831761,False,49.42477374225135,False,93.04926638820143,True,68.06225105421126,True,21.828128227077716,True
135,1622725,811.3625,stroke,136,3.957848566792706e-05,False,5923.022371080513,False,5874.750925962524,False,642.1394458887394,True,5928.667207837932,True,470.1756766744521,True
136,1642047,821.0235,stroke,136,4.018099448718214e-05,False,5928.966587062994,False,5912.889716957342,False,610.8439340151018,True,5908.272864526555,True,196.97379223671757,True
137,1647055,823.5275,stroke,136,3.9578485663739144e-05,False,5478.441433675537,False,5423.264946601532,False,614.4705632266698,True,5465.557849557862,True,426.8372895323575,True
138,1658830,829.415,stroke,136,4.412945204152178e-05,False,5606.6796225756225,False,5571.244399627532,False,607.2795858660887,True,5597.585142553872,True,830.2902576010176,True
139,1666551,833.2755,stroke,136,3.723315109403115e-05,False,5601.6232933725205,False,5586.473772442481,False,601.5582395419835,True,5579.404526348553,True,332.9187910219734,True
140,1674149,837.0745,stroke,136,3.802794325645309e-05,False,5473.392754064429,False,5486.426364197933,False,583.2533517139223,True,5511.928359115673,True,169.84647719585368,True
141,1680037,840.0185,stroke,136,3.627247154906406e-05,False,5466.834362291726,False,5467.896240041215,False,585.9675777360621,True,5435.181386422963,True,381.9399667767155,True
142,1696933,848.4665,stroke,136,4.477467519444883e-05,False,5258.107722586501,False,5212.145177001602,False,558.613435425428,True,5244.891422930091,True,343.96108287065,True
143,1707460,853.73,stroke,136,4.412945204198684e-05,False,5656.381570609115,False,5647.987881169147,False,600.4007358974627,True,5622.027498709849,True,632.2626982482126,True
144,1725485,862.7425,stroke,136,3.6272471548230795e-05,False,281.30175762299774,False,292.6621024084079,False,54.19440274822074,True,292.8928271805914,True,69.72012679370776,True
145,1735201,867.6005,stroke,136,3.666800532310007e-05,False,158.114795567419,False,169.9317818295281,False,34.54143416783177,True,153.9370432087422,True,20.412913130451976,True
146,1757743,878.8715,stroke,136,4.477467519444883e-05,False,317.62622495233995,False,348.8133656552139,False,40.468207191678346,True,322.7335200599457,True,13.875130460487993,True
