detection_idx,pulse_index,pulse_time_s,phase,detection_channel,ch130_amplitude,ch130_relevant,ch132_amplitude,ch132_relevant,ch135_amplitude,ch135_relevant,ch136_amplitude,ch136_relevant,ch137_amplitude,ch137_relevant,ch139_amplitude,ch139_relevant
33,2569998,1284.999,stroke,-1,1529.136584869114,False,10475.211859821266,False,10379.312118765276,False,105.65044401669613,True,10367.695534284756,True,118.60624606671666,True
34,2584310,1292.155,stroke,-1,29475.94478702706,False,10526.152510502703,False,10504.784125596198,False,103.10068349670962,True,10614.627397487166,True,113.89340081894426,True
35,2658904,1329.452,stroke,-1,9656.947962767365,False,6921.839599751562,False,6903.425375551725,False,14.792478673131544,True,7010.830589401763,True,133.67053747157618,True
36,2680687,1340.3435,stroke,-1,14391.623226082855,False,8026.054734911538,False,7975.197765976998,False,13.82078441926039,True,7947.555147970892,True,131.22088325370294,True
37,2706326,1353.163,stroke,-1,878.7314434493844,False,9871.594594490249,False,9852.926332520785,False,329.06112042991015,True,9780.285814623381,True,150.1871260599292,True
38,2720246,1360.123,stroke,-1,16516.445742169457,False,9439.117289507049,False,9414.954924596777,False,725.3308848761301,True,9485.327006567182,True,123.33147663844316,True
39,2742235,1371.1175,stroke,-1,17704.228135177837,False,10383.430217095989,False,10319.773166006315,False,543.928604640399,True,10423.437031075317,True,146.3026357751109,True
40,2759778,1379.889,stroke,-1,6037.822177503071,False,9995.667261054341,False,9877.907297195497,False,22.763220151652387,True,9897.328334810574,True,128.57813103921762,True
41,2780070,1390.035,stroke,-1,3955.830714248304,False,9944.792202039736,False,9897.763058372395,False,832.8480698158119,True,9975.587227662705,True,112.33308213433168,True
42,2861555,1430.7775,stroke,-1,2176.8404183547786,False,8142.596520309444,False,8095.61512098016,False,96.60652160249771,True,8091.712558085005,True,154.87054376892692,True
43,2880224,1440.112,stroke,-1,19167.725571554918,False,8547.564882429579,False,8461.304582458275,False,401.71702900864284,True,8522.250447397484,True,170.09763024040592,True
44,2896512,1448.256,stroke,-1,1517.2978305590668,False,9306.322634130647,False,9220.61150622338,False,696.8723405426572,True,9290.641306760099,True,167.80454528516856,True
45,2909525,1454.7625,stroke,-1,2283.3486014965542,False,8779.706324621218,False,8700.971089057872,False,19.325367314774446,True,8792.93757848436,True,168.52851017569236,True
46,2938391,1469.1955,stroke,-1,2477.9840112396196,False,9030.835110779743,False,8964.794976999054,False,15.131399705017339,True,9094.350244918032,True,138.746230716259,True
47,2952633,1476.3165,stroke,-1,2570.005585914699,False,8967.635723692041,False,8895.178974223363,False,55.79429077973816,True,8986.808700211403,True,140.25761267560048,True
48,2970304,1485.152,stroke,-1,12901.95388825549,False,10294.508075474503,False,10220.487554337346,False,475.6719745148747,True,10247.53202622771,True,128.81317564604325,True
49,2986327,1493.1635,stroke,-1,5809.608634954013,False,10472.871669572694,False,10394.847268433114,False,345.2033578043927,True,10452.026347078767,True,132.82287964138928,True
50,3047700,1523.85,stroke,-1,2126.906285427044,False,8512.690926027473,False,8447.576485731413,False,359.96044724963184,True,8545.2042594696,True,170.65756882894408,True
51,3070425,1535.2125,stroke,-1,1579.900773128828,False,8875.418766814515,False,8873.773426479798,False,340.89865511126476,True,8931.107690356603,True,164.6413343667225,True
52,3097603,1548.8015,stroke,-1,2.0989660606169415e-05,False,7995.5448725133965,False,8017.814784986267,False,457.45918392012993,True,8098.930880231823,True,150.34763956583475,True
53,3167114,1583.557,stroke,-1,2900.554853755711,False,5136.102893676645,False,5132.697887523731,False,17.225885962616495,True,5123.921371007706,True,85.45994306103232,True
54,3199487,1599.7435,stroke,-1,6418.961118848905,False,10298.671143275422,False,10305.410162098937,False,786.3653698588947,True,10282.02498987393,True,163.40201642323876,True
55,3213633,1606.8165,stroke,-1,29507.40823821457,False,11069.549337743065,False,10973.80929083108,False,613.2256231994356,True,10908.430105961324,True,171.54239444214554,True
56,3225859,1612.9295,stroke,-1,3387.630288075111,False,9547.664233622883,False,9527.29850334666,False,1346.2440842454116,True,9558.00066216727,True,171.53776836741739,True
57,3284795,1642.3975,stroke,-1,1426.558649759168,False,7097.982768844964,False,7077.402103659238,False,377.8904033169907,True,7156.7718852159305,True,140.00996360989694,True
58,3296909,1648.4545,stroke,-1,1934.688838176477,False,7998.9323088662695,False,7970.167745658368,False,615.3893908100176,True,7977.43067947878,True,145.22826249074888,True
59,3324456,1662.228,stroke,-1,1131.88943272168,False,7826.792083728749,False,7784.655284019656,False,476.86410779950364,True,7802.637722905417,True,146.04669967689978,True
60,3380599,1690.2995,stroke,-1,3011.4225350148067,False,10385.046970603013,False,10321.207223428573,False,1643.835988383686,True,10411.21517703591,True,143.96443167593017,True
61,3393843,1696.9215,stroke,-1,3711.9631188045205,False,11495.632320117596,False,11395.530479865633,False,1399.6115706085036,True,11479.726250792191,True,139.50426722693544,True
62,3409244,1704.622,stroke,-1,24992.296887574914,False,10737.066357861217,False,10694.011783141621,False,957.9474809242499,True,10707.127533208684,True,117.85473689672358,True
